#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
tim4 14A 4 even-skipped Kruppel giant
166 19.82 36.23 43.52 10.63 218.03
167 19.81 14.24 10.43 1.19 97.18
168 19.82 28.29 28.46 6.66 201.28
169 19.84 50.95 63.36 18.02 191.30
170 19.87 72.09 57.00 12.20 119.35
171 19.99 48.60 63.83 20.00 195.87
172 19.97 55.44 72.75 20.06 181.40
173 19.94 46.21 59.94 17.29 207.04
174 20.21 17.47 16.93 2.73 153.33
175 20.27 33.82 40.52 9.95 216.86
176 20.26 58.35 69.68 17.97 163.67
177 20.51 80.80 36.59 5.81 84.76
178 20.38 42.05 50.19 15.76 219.52
179 20.46 53.06 72.12 17.51 190.86
180 20.54 44.52 61.16 17.56 217.44
181 20.48 31.34 34.73 8.08 214.33
182 20.67 20.41 22.28 4.11 176.90
183 20.69 25.89 28.30 5.72 202.92
184 20.58 38.43 46.30 11.42 214.50
185 20.61 61.07 73.30 16.85 150.80
186 20.68 65.73 70.01 15.55 134.12
187 20.88 12.26 7.16 0.80 79.62
188 20.83 68.77 65.74 15.03 128.30
189 20.86 75.92 53.67 9.26 116.94
190 20.96 50.32 64.76 18.96 195.33
191 21.20 28.87 34.41 7.68 211.89
192 21.12 47.31 63.74 17.93 200.13
193 21.13 72.06 62.76 12.88 133.42
194 21.27 23.40 25.14 5.00 191.62
195 21.34 35.34 46.54 10.26 214.03
196 21.32 40.45 56.77 16.65 222.36
197 21.44 15.86 16.43 2.85 136.47
198 21.37 54.70 80.75 21.22 191.98
199 21.31 57.59 74.94 20.08 181.37
200 21.51 63.33 75.23 18.55 149.26
201 21.56 43.03 54.62 15.80 216.27
202 21.73 83.41 36.54 4.56 78.88
203 21.69 31.66 40.19 10.36 215.44
204 21.87 79.87 50.49 8.22 115.04
205 21.82 38.21 47.27 12.60 216.36
206 21.94 45.60 63.33 17.84 213.67
207 21.90 52.07 69.68 19.65 210.65
208 21.92 60.77 86.13 20.59 171.94
209 21.94 20.66 26.18 4.68 180.78
210 21.99 49.35 70.34 17.93 204.16
211 22.09 65.98 94.04 17.24 156.85
212 22.11 26.65 31.83 7.21 206.25
213 22.26 76.80 67.18 12.10 136.45
214 22.21 69.22 84.86 15.67 153.36
215 22.20 73.32 78.14 14.12 143.55
216 22.40 12.50 10.32 1.54 106.25
217 22.56 17.82 21.71 4.28 164.01
218 22.43 33.52 44.51 10.37 219.44
219 22.42 55.58 86.02 20.44 203.30
220 22.43 58.45 96.74 20.22 193.85
221 22.61 36.53 54.78 11.91 222.67
222 22.55 40.69 56.07 15.33 220.91
223 22.68 23.88 29.84 6.47 194.90
224 22.66 29.64 36.75 8.28 209.29
225 22.71 43.24 58.74 15.62 220.62
226 22.77 47.79 68.71 20.00 217.29
227 22.94 52.75 82.71 21.86 215.65
228 23.04 62.46 98.54 19.72 178.19
229 23.24 15.20 18.97 3.37 144.33
230 23.14 83.47 53.52 6.22 100.09
231 23.21 50.21 86.02 20.51 215.42
232 23.21 45.68 70.09 19.37 224.17
233 23.33 71.02 118.63 16.76 172.90
234 23.28 80.16 77.72 9.15 134.20
235 23.31 20.94 27.24 5.60 182.70
236 23.35 38.67 57.03 15.44 226.14
237 23.34 65.06 125.05 20.30 182.95
238 23.45 59.90 115.09 22.84 199.17
239 23.43 74.30 105.65 12.84 168.66
240 23.43 26.86 37.64 7.48 204.75
241 23.43 34.73 48.32 12.21 224.95
242 23.48 67.96 124.97 18.94 183.33
243 23.54 31.88 39.54 8.98 217.20
244 23.52 57.12 113.07 22.27 204.38
245 23.57 54.64 102.59 23.24 214.47
246 23.74 41.16 59.45 17.65 224.43
247 23.96 77.11 105.12 12.53 167.51
248 24.01 12.49 14.95 2.29 120.62
249 23.87 43.53 69.41 17.63 225.84
250 24.05 29.31 38.25 10.56 211.51
251 24.02 24.08 31.88 6.75 191.21
252 23.98 47.84 89.78 21.12 226.20
253 24.09 18.04 24.33 4.41 161.92
254 24.14 51.73 100.05 21.32 224.86
255 24.21 85.97 44.07 4.83 89.60
256 24.19 36.76 58.54 13.87 224.60
257 24.41 9.80 8.41 0.96 75.73
258 24.43 63.11 158.53 22.29 194.61
259 24.48 45.47 93.25 20.14 232.74
260 24.57 66.24 157.49 22.22 193.20
261 24.60 82.17 82.22 8.91 140.57
262 24.57 34.25 53.79 12.88 225.49
263 24.65 21.37 32.64 6.83 180.63
264 24.60 39.52 65.72 16.58 225.46
265 24.62 54.32 125.10 24.07 227.70
266 24.59 60.13 159.75 23.43 207.40
267 24.61 70.17 148.52 17.79 188.79
268 24.67 57.10 151.20 23.85 220.63
269 24.83 15.18 24.05 3.43 150.52
270 24.81 27.15 39.77 8.79 209.48
271 24.78 49.59 118.98 22.18 232.31
272 24.71 73.75 137.57 16.44 184.31
273 24.80 31.55 50.20 10.53 228.15
274 24.95 42.39 83.78 18.85 231.78
275 25.09 78.81 110.76 12.94 169.36
276 25.31 24.69 38.84 7.42 201.13
277 25.26 47.08 128.54 21.87 236.15
278 25.42 18.75 32.24 5.31 172.55
279 25.38 37.52 64.59 14.00 228.88
280 25.42 51.80 146.51 23.81 234.72
281 25.60 68.21 176.26 21.66 206.12
282 25.53 84.88 69.18 6.84 133.13
283 25.40 6.55 5.19 0.06 48.25
284 25.60 10.36 14.91 2.07 97.65
285 25.67 29.65 52.27 10.57 221.95
286 25.66 44.88 128.50 20.70 237.96
287 25.68 59.65 189.68 24.96 223.75
288 25.75 62.29 188.39 26.91 218.11
289 25.82 75.40 142.80 16.40 191.37
290 25.68 35.07 66.20 15.10 236.80
291 25.98 13.17 32.57 3.32 140.80
292 25.74 40.33 90.82 18.27 236.11
293 25.70 54.39 174.72 24.42 238.08
294 25.81 64.97 186.12 21.68 210.22
295 25.80 71.89 154.16 18.27 196.47
296 25.87 7.64 9.14 0.56 58.77
297 25.85 32.53 60.06 12.43 232.77
298 25.83 57.08 183.36 25.98 234.70
299 25.89 22.19 42.34 7.06 191.63
300 25.93 48.81 157.41 23.30 239.77
301 26.20 16.37 35.34 4.77 163.58
302 26.22 81.79 103.67 10.63 157.32
303 26.19 27.20 53.67 10.05 223.22
304 26.19 42.98 126.83 21.11 243.34
305 26.48 78.06 131.92 14.48 185.10
306 26.54 37.00 96.06 17.31 241.15
307 26.50 50.51 180.85 26.72 241.21
308 26.67 86.02 66.98 6.96 113.81
309 26.65 20.21 49.64 6.81 196.19
310 26.75 24.43 57.99 8.81 210.62
311 26.66 46.95 162.04 23.98 241.79
312 26.71 53.16 188.09 26.60 243.32
313 26.82 66.95 191.27 24.45 217.51
314 26.78 39.23 114.36 16.66 239.92
315 26.76 55.69 195.43 25.75 240.08
316 26.85 70.32 179.00 22.56 211.60
317 26.79 34.19 94.16 15.32 239.58
318 26.83 58.99 199.03 26.32 236.70
319 26.93 31.55 89.72 12.48 236.41
320 26.93 9.18 26.65 1.99 97.64
321 27.02 61.65 196.00 26.41 232.64
322 26.92 41.68 138.62 22.28 245.03
323 27.09 64.16 184.21 25.56 221.33
324 27.15 73.64 153.98 18.64 194.86
325 27.15 29.21 92.45 12.27 235.03
326 27.13 44.81 178.37 23.98 244.56
327 27.30 12.40 54.03 3.11 143.99
328 27.54 88.85 39.60 4.15 71.18
329 27.49 15.25 58.95 4.96 174.54
330 27.51 18.36 62.47 6.63 189.33
331 27.54 49.04 194.64 26.96 242.56
332 27.46 79.93 117.67 15.12 177.84
333 27.52 26.83 89.76 11.14 231.30
334 27.52 51.59 196.57 25.92 242.96
335 27.68 22.44 85.61 8.89 211.11
336 27.61 35.78 136.86 16.31 243.80
337 27.72 76.38 139.84 16.92 199.64
338 27.77 57.38 197.18 29.74 240.18
339 28.01 82.98 96.74 11.91 145.74
340 27.83 40.58 156.33 22.98 245.76
341 27.83 68.48 179.72 23.72 221.46
342 27.91 54.88 190.11 28.52 242.36
343 28.01 38.08 147.98 18.22 244.17
344 27.97 43.02 178.98 24.85 244.72
345 27.89 46.78 199.94 24.83 247.17
346 27.99 33.16 139.98 14.54 243.71
347 28.09 86.04 75.32 8.74 116.93
348 28.13 7.50 32.92 1.38 91.04
349 28.17 59.99 190.11 28.31 236.14
350 28.28 71.39 168.94 21.82 207.06
351 28.29 30.69 149.25 12.33 241.05
352 28.38 62.71 181.35 29.43 234.34
353 28.36 65.31 173.81 26.66 223.76
354 28.39 25.19 126.62 10.60 230.57
355 28.48 11.00 70.72 3.80 161.87
356 28.61 20.37 101.37 7.94 211.25
357 28.56 52.92 189.31 29.56 242.62
358 28.61 50.34 195.63 28.11 244.80
359 28.67 28.13 145.82 12.48 239.77
360 28.81 14.39 96.04 4.85 187.96
361 28.80 17.42 96.84 6.55 200.30
362 28.76 35.45 162.75 16.53 245.78
363 28.81 44.79 186.93 26.68 246.67
364 28.81 79.36 112.44 16.26 175.26
365 29.03 89.14 41.05 5.11 58.49
366 28.91 40.18 163.89 22.52 245.76
367 28.96 47.27 184.48 26.15 247.40
368 28.95 67.74 162.64 26.63 216.57
369 28.95 75.89 140.11 19.59 192.93
370 29.16 23.13 124.64 10.76 231.07
371 29.06 58.08 179.03 29.69 239.19
372 29.11 55.37 173.90 29.75 239.02
373 29.37 72.79 140.96 24.08 199.39
374 29.25 33.00 156.19 16.73 243.37
375 29.30 42.47 179.15 27.47 246.68
376 29.32 37.88 167.06 22.70 247.15
377 29.36 6.22 38.34 1.21 80.28
378 29.46 61.22 174.37 30.97 236.21
379 29.44 85.74 80.86 10.93 105.13
380 29.54 29.89 161.64 14.05 239.19
381 29.67 82.19 102.54 15.66 130.28
382 29.61 9.48 73.67 3.37 155.41
383 29.57 49.15 193.33 31.20 244.70
384 29.76 64.16 154.96 31.06 223.54
385 29.75 70.00 144.24 24.20 204.84
386 29.69 26.43 136.44 11.99 236.04
387 29.71 52.14 178.17 31.17 241.25
388 29.88 13.15 107.37 5.05 191.15
389 29.97 20.37 126.54 8.33 217.04
390 30.01 46.02 179.17 27.91 244.96
391 30.04 35.27 155.88 20.98 241.98
392 30.09 17.25 118.13 7.53 206.95
393 30.09 66.94 148.25 28.90 210.31
394 30.11 40.37 164.65 23.91 244.32
395 30.20 78.31 118.56 20.85 154.94
396 30.23 75.04 130.67 21.99 172.15
397 30.29 44.03 170.86 26.78 246.33
398 30.22 54.91 159.46 33.56 242.10
399 30.32 57.38 163.95 34.13 238.13
400 30.40 59.66 162.74 31.95 228.83
401 30.33 32.00 155.71 16.81 240.70
402 30.40 23.67 143.59 10.97 232.83
403 30.50 38.04 156.56 22.92 244.25
404 30.58 88.06 67.08 10.30 55.30
405 30.57 50.29 174.40 29.83 242.06
406 30.69 29.07 148.30 14.97 240.59
407 30.67 47.94 184.78 35.10 246.00
408 30.65 7.31 61.90 1.84 119.49
409 30.79 62.02 151.25 32.36 217.45
410 31.15 91.08 43.71 5.44 26.37
411 30.87 42.24 158.88 26.90 244.74
412 30.89 84.92 96.76 15.84 90.76
413 30.90 11.05 107.78 4.72 188.19
414 30.91 53.24 152.92 30.90 240.76
415 30.98 15.08 114.13 6.27 198.60
416 31.04 72.56 135.60 27.65 172.90
417 30.97 26.39 130.34 14.10 237.75
418 31.07 69.88 141.90 29.15 191.09
419 31.12 81.61 116.03 20.47 116.41
420 31.24 64.56 145.39 32.59 213.17
421 31.25 33.96 134.44 18.81 237.49
422 31.36 18.76 129.32 9.28 218.36
423 31.30 21.69 134.93 10.35 226.68
424 31.33 36.16 140.69 23.12 242.76
425 31.33 67.36 140.05 34.53 195.06
426 31.49 45.03 136.07 28.56 241.75
427 31.48 55.81 150.50 33.17 231.67
428 31.55 31.62 152.45 17.36 238.26
429 31.54 40.40 145.26 24.76 241.41
430 31.62 75.32 137.28 27.76 144.63
431 31.53 78.53 127.32 23.78 128.08
432 31.62 51.50 152.08 34.32 241.62
433 31.61 58.53 150.79 36.10 220.06
434 31.73 38.31 138.66 23.34 242.32
435 31.82 47.26 148.08 33.86 242.24
436 31.97 24.32 131.16 12.90 228.20
437 31.90 49.41 142.06 31.56 239.83
438 32.03 6.24 48.39 1.64 106.94
439 32.01 9.25 83.74 4.26 180.50
440 32.07 29.59 139.92 16.83 234.88
441 32.02 43.08 140.96 29.76 241.62
442 32.04 62.29 142.12 35.59 204.03
443 32.16 12.48 94.23 6.39 201.81
444 32.26 87.93 91.14 13.62 39.36
445 32.24 15.46 107.61 7.49 204.93
446 32.23 27.07 134.00 14.30 230.57
447 32.22 53.52 141.39 38.69 232.94
448 32.29 71.40 140.59 30.97 138.96
449 32.33 84.23 119.97 19.83 76.93
450 32.40 66.31 144.85 36.97 188.39
451 32.53 34.56 119.16 22.45 232.16
452 32.58 60.31 138.42 38.09 200.47
453 32.64 21.13 123.25 10.71 221.28
454 32.64 80.94 138.13 25.78 88.34
455 32.73 18.25 103.97 8.68 205.78
456 32.75 36.93 106.11 21.95 233.32
457 32.79 41.38 124.10 29.62 235.96
458 32.72 55.72 139.46 39.42 214.06
459 32.87 68.85 145.67 35.94 149.14
460 32.86 32.23 119.41 20.72 220.25
461 32.82 46.30 133.15 33.57 232.26
462 32.76 77.49 144.48 28.41 89.64
463 32.94 58.09 143.16 37.14 195.79
464 32.90 51.30 136.17 38.89 231.68
465 33.01 64.23 150.32 39.73 173.19
466 32.98 74.24 146.57 32.70 111.90
467 32.97 39.34 120.14 30.14 234.92
468 33.08 48.90 132.29 35.94 222.92
469 33.19 43.79 126.38 35.30 227.96
470 33.26 23.80 108.10 13.38 222.00
471 33.33 11.36 80.91 5.80 193.49
472 33.34 29.02 110.68 20.05 217.90
473 33.39 8.26 54.68 3.71 150.11
474 33.61 26.51 103.10 15.95 209.72
475 33.52 53.67 148.46 41.04 207.84
476 33.69 62.14 153.48 44.10 155.15
477 33.70 5.22 19.77 1.60 74.17
478 33.61 14.73 84.95 8.07 193.13
479 33.61 71.55 150.73 37.03 101.90
480 33.61 87.98 109.56 18.61 29.47
481 33.66 84.27 134.84 23.18 39.67
482 33.82 35.81 103.76 25.03 215.55
483 33.84 66.62 161.38 41.21 130.03
484 33.94 91.67 64.86 10.92 15.77
485 33.90 45.88 131.56 37.07 212.51
486 33.92 59.77 149.53 43.53 157.10
487 33.98 77.27 167.30 36.89 66.71
488 34.05 80.43 155.87 32.28 52.52
489 33.94 18.14 73.84 9.80 184.30
490 34.08 31.25 98.73 22.15 202.22
491 33.87 56.51 146.31 42.75 177.94
492 34.12 21.50 85.14 13.19 195.99
493 34.02 38.23 114.93 28.96 211.29
494 34.01 41.70 118.38 32.08 218.58
495 34.16 33.63 105.37 22.92 202.49
496 34.04 51.21 143.84 39.98 199.55
497 34.09 48.18 138.50 40.42 199.98
498 34.26 69.23 165.86 44.29 100.02
499 34.37 74.26 173.94 40.88 67.11
500 34.48 64.23 166.94 46.16 114.84
501 34.54 43.90 130.26 37.78 198.72
502 34.57 11.76 57.97 7.08 171.10
503 34.57 24.43 92.24 15.27 188.76
504 34.65 29.23 92.67 19.41 180.81
505 34.74 55.18 159.71 45.31 158.19
506 34.73 8.14 39.52 4.65 135.61
507 34.83 39.92 124.26 31.44 188.39
508 34.92 53.12 161.18 43.36 162.52
509 34.96 57.89 168.65 48.82 128.91
510 34.93 86.22 137.52 31.22 26.40
511 34.93 15.88 63.22 10.23 164.52
512 34.91 49.76 145.67 47.18 169.24
513 35.04 71.32 172.90 48.50 63.67
514 35.05 82.86 148.53 37.87 35.11
515 34.99 46.42 146.46 41.64 172.50
516 35.16 89.40 103.11 24.23 20.69
517 35.16 19.32 69.27 13.49 162.47
518 35.10 35.69 111.03 27.13 174.61
519 35.13 60.38 175.71 46.73 107.97
520 35.19 27.01 98.59 20.38 187.70
521 35.18 67.42 179.33 46.24 76.06
522 35.27 77.33 173.83 45.60 43.86
523 35.35 32.53 93.33 25.76 157.25
524 35.38 42.18 135.98 38.00 180.98
525 35.53 62.49 186.07 53.02 90.66
526 35.55 37.97 128.84 34.07 145.20
527 35.67 51.54 175.09 49.50 136.18
528 35.67 64.96 189.87 53.72 73.57
529 35.78 13.50 52.60 9.37 140.42
530 35.68 73.84 184.08 53.47 46.75
531 35.83 80.13 161.53 49.83 34.14
532 35.90 21.65 72.64 14.52 138.99
533 35.84 24.44 77.15 16.40 156.97
534 35.85 48.59 161.10 48.72 121.28
535 35.89 29.99 97.81 24.34 153.03
536 35.80 44.45 146.24 41.43 155.69
537 35.83 10.28 47.45 6.52 130.85
538 35.89 56.18 181.48 54.89 107.57
539 36.04 69.39 189.72 60.07 55.73
540 36.24 34.58 113.44 28.51 120.25
541 36.19 40.49 148.45 36.52 134.71
542 36.18 46.61 178.22 49.58 123.93
543 36.15 58.97 187.30 55.70 94.06
544 36.25 53.80 191.36 57.77 99.62
545 36.29 16.75 57.76 13.61 127.84
546 36.40 7.55 30.92 5.04 77.04
547 36.38 85.99 134.38 43.43 21.28
548 36.48 27.74 95.44 22.44 132.81
549 36.49 89.79 99.67 33.66 17.96
550 36.53 66.87 202.02 65.10 54.50
551 36.57 50.44 188.59 54.27 96.36
552 36.61 77.28 170.90 63.02 34.54
553 36.63 82.58 154.56 59.02 24.66
554 36.66 32.01 108.83 27.87 113.98
555 36.68 37.11 145.66 39.24 103.44
556 36.72 61.22 204.17 65.51 69.08
557 36.78 71.28 201.97 69.77 43.46
558 36.79 19.45 68.26 15.86 98.49
559 36.79 43.16 155.80 48.37 119.45
560 36.79 63.95 203.48 67.78 59.98
561 36.80 74.30 183.60 68.94 38.05
562 37.14 25.55 90.52 21.27 109.17
563 37.06 57.74 206.08 68.06 73.24
564 37.02 10.60 47.99 7.84 89.37
565 37.12 22.93 78.90 19.65 99.86
566 37.14 14.01 54.83 11.15 92.70
567 37.23 39.22 166.77 41.62 85.30
568 37.13 45.39 184.75 51.98 98.95
569 37.14 48.23 189.96 56.22 76.94
570 37.18 55.44 204.86 67.87 70.44
571 37.27 52.72 203.81 62.72 68.81
572 37.44 29.92 120.71 29.69 94.24
573 37.39 41.45 165.54 50.48 93.95
574 37.52 79.89 157.46 72.19 26.42
575 37.55 35.67 141.41 37.16 76.48
576 37.49 68.68 198.89 82.95 43.14
577 37.62 33.21 132.41 30.97 73.24
578 37.66 87.82 123.06 58.60 17.83
579 37.72 17.17 63.55 15.29 74.76
580 37.72 50.56 205.06 68.00 61.02
581 37.76 60.24 213.13 81.76 51.78
582 37.77 65.90 205.82 85.18 43.92
583 37.78 84.17 144.44 76.95 21.59
584 37.91 8.62 44.92 7.11 55.41
585 37.85 27.54 105.74 26.07 78.00
586 37.81 72.77 181.07 88.93 35.53
587 37.96 75.96 174.39 87.12 32.16
588 37.92 63.16 210.76 88.91 47.33
589 38.04 20.93 85.37 19.93 67.74
590 38.08 46.76 209.02 68.02 61.38
591 38.20 44.54 201.08 63.09 63.09
592 38.17 12.16 59.59 13.39 71.87
593 38.21 57.62 211.45 88.26 47.70
594 38.45 38.51 178.64 50.67 54.44
595 38.32 55.19 213.79 86.85 51.60
596 38.45 23.83 101.62 24.82 62.49
597 38.41 42.57 189.20 62.33 62.36
598 38.49 70.30 190.84 101.87 34.65
599 38.53 48.72 210.50 75.52 51.19
600 38.46 52.97 210.45 82.76 54.33
601 38.66 31.70 151.92 37.25 55.03
602 38.59 40.57 185.23 61.79 52.90
603 38.71 90.10 88.61 61.77 15.75
604 38.73 36.57 164.04 49.35 52.29
605 38.67 78.45 160.93 102.38 26.91
606 38.76 34.20 151.32 44.31 53.46
607 38.70 67.74 189.87 112.48 36.70
608 38.83 82.03 141.60 105.48 23.24
609 38.86 15.31 75.02 17.42 47.41
610 38.79 18.54 78.81 21.57 49.05
611 38.81 29.34 138.21 35.87 54.03
612 38.98 26.56 125.70 33.71 52.05
613 38.86 51.02 206.38 92.98 48.11
614 38.93 62.23 209.80 108.89 42.25
615 38.98 65.14 200.83 120.46 39.95
616 38.96 72.86 181.21 118.19 32.76
617 38.96 59.64 206.58 107.12 41.48
618 39.09 85.98 116.40 89.61 18.41
619 39.32 8.49 58.19 10.17 35.66
620 39.20 46.32 208.98 83.50 44.98
621 39.28 75.65 163.80 127.28 28.18
622 39.39 11.88 79.74 14.90 40.05
623 39.31 56.63 212.26 117.24 41.78
624 39.40 43.55 204.98 78.19 44.26
625 39.63 21.27 108.14 28.28 39.91
626 39.55 54.17 206.49 116.16 41.53
627 39.76 24.17 133.22 32.85 41.18
