#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
tim3 14A 4 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
0 2.54 46.88 38.28 13.40 11.24
1 3.22 44.05 40.60 16.57 11.70
2 3.99 49.14 40.44 16.88 13.62
3 3.80 40.68 38.54 13.03 12.90
4 4.16 45.94 42.94 16.90 11.86
5 4.73 43.13 38.74 16.26 12.64
6 4.44 40.04 31.24 14.57 12.24
7 5.00 38.04 36.12 14.40 12.94
8 4.79 47.01 37.71 16.26 11.21
9 5.53 50.43 43.12 17.07 13.70
10 5.93 55.95 42.11 14.77 12.50
11 5.75 45.70 44.29 20.12 13.39
12 6.06 41.40 44.06 17.42 12.80
13 6.35 35.09 36.34 19.28 13.05
14 6.53 48.19 48.71 20.10 14.18
15 6.64 38.36 40.81 16.44 14.04
16 6.81 44.10 44.03 21.22 14.65
17 6.90 52.45 45.35 19.54 15.25
18 7.37 41.30 45.36 23.41 15.50
19 7.40 57.08 46.15 18.13 15.89
20 7.38 60.35 39.70 16.37 15.88
21 7.10 53.95 44.20 12.20 13.80
22 7.62 50.06 48.19 21.25 16.25
23 7.75 33.30 41.69 21.16 15.29
24 7.90 46.33 46.88 21.64 16.39
25 7.94 36.71 43.01 19.48 15.66
26 8.09 54.37 50.25 20.23 17.72
27 8.49 39.98 51.23 22.92 17.52
28 8.46 43.35 49.25 21.57 16.52
29 8.41 28.61 33.94 17.62 14.40
30 8.68 59.01 49.84 18.64 21.28
31 8.63 62.28 41.54 15.66 17.89
32 9.08 51.61 53.43 22.97 18.98
33 8.92 48.44 50.85 21.44 18.90
34 8.82 54.42 41.94 18.35 16.76
35 9.06 34.70 44.20 20.40 14.06
36 9.46 38.17 44.06 20.99 16.54
37 9.68 31.76 38.27 19.75 15.08
38 9.59 56.74 52.01 22.87 23.61
39 9.32 62.87 39.71 15.43 20.32
40 9.88 45.98 53.21 22.11 20.08
41 9.75 42.42 53.58 23.52 17.69
42 10.12 53.98 55.65 24.60 23.20
43 10.18 59.99 50.13 21.71 25.22
44 10.40 49.00 54.22 24.02 22.48
45 10.40 35.53 46.32 21.76 17.19
46 10.67 40.31 52.71 23.15 19.77
47 10.71 63.15 47.27 17.15 26.88
48 10.69 29.10 38.04 14.69 15.00
49 11.03 51.78 56.30 25.91 26.10
50 11.03 44.03 52.95 24.17 21.75
51 10.92 66.22 38.93 13.52 24.33
52 11.25 57.00 57.28 23.02 30.88
53 11.18 67.75 39.70 14.30 22.77
54 11.17 25.87 35.24 13.82 15.77
55 11.34 31.83 44.08 17.75 18.16
56 11.63 38.09 51.37 22.29 21.50
57 11.72 34.73 47.26 19.92 20.34
58 11.89 46.69 62.75 24.45 30.23
59 11.73 60.32 58.46 20.39 39.41
60 11.90 54.22 65.35 22.79 34.39
61 11.99 49.21 63.75 23.79 30.20
62 12.12 64.33 51.06 16.42 41.40
63 12.12 41.12 56.11 24.12 22.31
64 12.14 28.60 41.07 15.44 19.54
65 12.45 44.09 63.21 25.78 30.36
66 12.46 24.84 37.50 12.35 17.31
67 12.71 67.64 44.83 15.90 40.56
68 12.83 51.45 64.47 23.87 44.79
69 12.89 57.86 62.06 21.71 59.63
70 12.66 29.88 42.64 15.61 20.42
71 12.95 32.82 46.14 18.79 22.23
72 12.94 36.25 49.12 21.51 26.49
73 13.14 61.23 58.77 18.94 67.86
74 13.36 39.40 58.36 23.14 27.63
75 13.23 54.78 62.07 23.31 62.65
76 13.13 25.10 38.18 11.86 17.96
77 13.60 46.27 64.59 24.18 44.74
78 13.64 27.78 44.62 15.37 23.07
79 13.64 64.61 57.54 17.53 75.28
80 13.64 42.89 61.15 25.05 35.89
81 13.86 49.31 65.59 24.01 58.85
82 13.87 22.03 29.32 10.98 22.16
83 14.03 31.16 51.24 17.45 26.65
84 14.33 67.73 52.67 16.06 69.08
85 14.26 35.57 52.58 18.18 32.43
86 14.33 52.41 64.74 22.68 85.16
87 14.57 24.82 38.40 14.23 30.90
88 14.47 58.58 63.47 22.38 118.83
89 14.54 55.43 65.71 24.20 114.33
90 14.64 61.83 59.30 20.62 121.18
91 14.53 39.29 60.81 23.72 41.49
92 14.82 70.97 48.24 14.81 54.26
93 14.61 26.40 43.00 14.30 26.70
94 14.86 43.08 68.33 26.51 61.68
95 15.03 47.58 69.56 25.72 93.66
96 15.14 29.35 43.41 15.27 33.26
97 15.20 33.30 51.53 19.57 40.50
98 15.24 64.86 60.66 18.45 123.58
99 15.40 50.40 68.67 25.46 122.36
100 15.64 45.18 73.00 28.30 107.75
101 15.65 36.76 59.79 22.74 59.81
102 15.65 40.42 63.41 26.22 81.14
103 15.76 56.49 65.51 22.22 176.91
104 15.82 67.92 59.51 16.85 110.29
105 15.86 73.13 46.11 14.82 57.30
106 15.94 23.78 37.21 12.88 48.81
107 15.95 53.39 72.88 24.02 163.19
108 15.96 59.64 70.31 22.01 169.21
109 15.83 27.08 49.22 15.15 49.58
110 16.32 62.56 65.27 20.38 165.05
111 16.41 32.87 55.58 20.92 70.04
112 16.64 43.11 67.90 24.99 148.66
113 16.64 47.12 69.38 25.35 163.91
114 16.68 70.43 55.95 16.69 95.91
115 16.79 29.93 48.88 16.55 73.40
116 16.91 18.68 27.99 7.41 58.01
117 16.74 50.74 71.83 24.22 182.76
118 16.93 21.76 33.59 10.75 65.96
119 16.77 39.31 62.42 21.49 113.37
120 16.90 65.89 60.56 19.31 148.86
121 16.99 35.86 58.83 19.71 94.27
122 17.07 56.53 68.06 21.51 201.91
123 17.23 74.12 42.43 13.51 68.74
124 17.45 59.68 70.44 24.48 201.64
125 17.74 24.43 37.21 12.48 102.58
126 17.61 53.76 68.26 21.69 214.66
127 17.77 27.49 46.95 15.40 106.33
128 17.69 63.02 67.77 22.95 186.96
129 17.74 48.67 69.61 26.90 211.10
130 17.84 33.38 54.40 19.87 124.61
131 17.83 41.62 65.76 24.08 179.77
132 17.95 45.26 74.70 24.74 194.46
133 18.01 38.40 60.77 20.74 154.46
134 17.96 69.62 56.53 17.53 127.66
135 18.39 30.22 49.31 16.69 138.52
136 18.26 66.53 65.73 20.23 162.49
137 18.47 51.22 71.72 24.25 219.92
138 18.45 17.40 21.48 7.16 81.19
139 18.39 20.87 35.93 10.02 119.40
140 18.40 76.42 39.23 11.64 61.45
141 18.35 72.97 60.70 19.34 109.34
142 18.60 56.75 68.29 24.19 219.88
143 18.82 36.18 61.69 20.12 177.51
144 18.87 59.70 69.96 22.80 205.29
145 18.92 43.09 64.14 25.51 206.49
146 18.87 62.76 74.74 25.05 206.51
147 18.99 48.14 77.38 26.08 222.22
148 19.14 53.71 71.86 24.82 225.13
149 19.12 26.24 45.10 15.09 167.10
150 19.24 33.00 59.70 22.49 187.26
151 19.32 39.68 68.75 24.32 207.83
152 19.36 70.74 66.71 18.82 160.68
153 19.56 23.08 38.74 11.71 161.38
154 19.49 78.58 42.39 12.81 71.21
155 19.66 45.60 72.09 26.34 219.46
156 19.56 65.08 70.64 23.37 196.45
157 19.61 68.00 69.49 21.04 186.92
158 19.63 73.67 64.60 17.39 132.95
159 19.94 19.59 32.32 9.85 139.09
160 19.92 50.57 74.32 26.21 225.68
161 19.98 16.34 18.73 5.50 93.86
162 20.17 28.26 50.82 17.78 202.24
163 20.17 30.93 49.48 18.68 198.69
164 20.08 56.17 76.47 25.40 225.00
165 20.06 81.78 29.40 7.40 49.99
