#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
cq3 14A 4 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
607 35.94 62.03 87.96 33.23 112.10
608 36.20 15.96 148.86 11.52 136.18
609 36.02 66.94 93.02 35.80 87.68
610 36.06 71.51 106.57 36.40 70.48
611 36.01 50.00 92.49 29.06 184.46
612 36.25 19.99 175.42 14.74 158.94
613 36.32 47.67 100.14 28.91 183.13
614 36.32 57.86 81.32 32.16 124.59
615 36.31 86.55 114.51 40.83 24.05
616 36.27 22.79 179.78 15.58 164.36
617 36.45 69.51 108.25 39.78 70.06
618 36.66 10.81 111.44 9.45 116.78
619 36.65 7.84 102.29 7.69 102.14
620 36.63 43.12 105.05 26.76 181.55
621 36.70 45.68 98.44 30.45 190.16
622 36.59 55.44 88.33 36.89 141.13
623 36.66 38.21 118.47 23.46 178.68
624 36.70 52.19 95.85 30.67 138.54
625 36.77 75.73 129.73 45.13 42.68
626 36.89 60.20 100.89 37.35 94.16
627 37.06 83.89 116.05 48.08 26.06
628 37.06 26.72 169.38 19.86 171.06
629 37.13 5.45 60.62 6.57 72.11
630 37.07 29.07 161.20 21.55 167.77
631 37.06 80.74 116.30 50.00 30.31
632 37.16 24.45 164.67 18.21 168.65
633 37.05 33.95 112.90 21.54 170.33
634 37.03 40.71 109.71 25.65 168.95
635 37.09 62.70 111.02 36.67 74.88
636 37.02 73.33 135.94 47.23 48.08
637 37.22 17.58 127.88 13.55 135.38
638 37.10 31.29 145.72 21.35 172.65
639 37.26 65.00 112.75 36.99 70.42
640 37.11 67.45 121.61 39.76 65.31
641 37.29 36.13 98.53 24.10 169.09
642 37.17 49.76 93.79 31.57 143.35
643 37.29 89.82 99.45 47.39 16.22
644 37.36 77.66 135.58 51.68 32.12
645 37.34 13.98 109.14 10.81 115.60
646 37.45 71.11 134.64 44.68 47.61
647 37.59 20.10 123.55 16.16 145.24
648 37.68 22.49 130.34 19.55 156.40
649 37.46 56.88 107.45 37.93 99.64
650 37.65 54.56 112.27 36.71 99.22
651 37.66 47.61 96.38 32.64 146.93
652 37.74 87.11 100.64 54.92 19.63
653 37.87 58.84 123.01 39.74 73.65
654 37.84 42.48 94.90 28.37 140.26
655 37.88 39.06 98.51 27.50 143.23
656 37.82 44.90 86.19 30.43 140.00
657 37.81 51.88 102.06 34.97 103.75
658 37.96 69.16 143.41 49.88 48.84
659 37.91 92.63 68.90 45.00 12.49
660 38.05 8.02 74.25 8.92 89.94
661 38.22 10.53 75.46 10.03 97.57
662 38.05 32.42 105.77 23.08 154.06
663 38.04 11.90 85.06 10.22 100.97
664 38.16 73.67 144.76 56.85 34.78
665 38.26 81.96 119.82 64.27 23.46
666 38.21 27.64 108.06 20.56 130.38
667 38.36 60.87 143.65 43.34 56.61
668 38.32 62.90 144.36 43.53 55.42
669 38.45 29.90 102.68 22.80 136.14
670 38.25 66.68 144.92 45.43 49.62
671 38.34 25.26 116.42 20.15 143.12
672 38.36 16.29 93.84 14.30 104.14
673 38.52 34.51 88.09 24.90 133.29
674 38.42 36.98 87.70 26.68 129.79
675 38.42 79.09 135.14 64.53 27.36
676 38.58 84.63 107.66 64.52 20.50
677 38.45 49.57 112.68 36.26 99.34
678 38.57 75.95 143.41 64.86 31.02
679 38.57 53.47 133.49 39.51 83.84
680 38.60 56.75 161.59 40.85 61.74
681 38.81 18.91 90.44 16.14 106.23
682 38.85 13.74 78.41 13.65 92.54
683 38.72 41.03 91.63 31.72 104.97
684 38.69 46.61 105.29 36.90 105.40
685 38.83 64.64 148.67 48.38 45.86
686 38.79 71.18 155.50 58.91 37.03
687 38.95 21.27 94.24 18.69 118.66
688 39.06 90.45 75.90 66.65 14.97
689 39.04 93.53 45.91 51.14 10.66
690 38.98 43.99 95.72 32.23 91.01
691 39.15 23.52 92.68 21.63 112.99
692 39.15 87.55 89.27 73.05 18.22
693 39.13 51.38 139.83 41.04 73.50
694 39.18 59.16 166.25 48.78 48.31
695 39.16 31.96 85.52 24.83 110.50
696 39.16 68.87 154.64 63.19 37.02
697 39.31 55.04 164.25 43.03 58.93
698 39.41 38.99 100.26 30.63 84.74
699 39.45 48.28 122.07 37.61 74.38
700 39.47 8.20 58.22 10.63 69.31
701 39.37 27.89 93.16 23.87 99.53
702 39.56 72.93 136.33 70.91 29.29
703 39.53 66.46 158.20 58.48 37.20
704 39.58 77.97 138.04 83.23 24.60
705 39.56 80.81 112.78 78.44 22.28
706 39.69 25.70 95.44 23.86 97.32
707 39.63 36.72 92.40 29.32 93.56
708 39.66 61.60 161.81 55.99 42.20
709 39.91 11.85 60.23 12.31 67.74
710 39.71 16.87 79.40 16.84 75.75
711 39.77 75.16 127.22 82.91 27.30
712 39.81 34.38 93.18 27.59 93.92
713 39.76 41.75 104.33 32.21 65.03
714 39.87 46.05 130.61 39.38 66.82
715 39.87 53.21 171.66 46.81 51.94
716 39.85 83.34 94.15 90.65 21.14
717 39.95 56.94 185.74 48.34 41.70
718 40.04 30.11 92.59 28.71 85.33
719 40.02 63.87 159.96 60.83 39.31
720 40.11 49.87 161.80 42.79 52.65
721 40.20 19.70 86.65 18.38 67.88
722 40.25 70.94 144.13 80.01 30.52
723 40.47 14.59 71.19 16.36 63.18
724 40.31 22.26 88.18 21.18 72.71
725 40.33 43.86 125.42 36.29 54.70
726 40.28 92.08 53.55 74.34 12.38
727 40.50 6.79 53.27 10.93 39.68
728 40.32 32.43 99.07 31.77 77.59
729 40.29 58.90 189.91 58.16 39.07
730 40.34 68.70 152.64 77.72 30.86
731 40.41 85.80 80.26 97.84 18.52
732 40.56 51.73 188.03 50.71 42.10
733 40.62 88.92 70.29 95.22 15.52
734 40.55 27.98 96.66 27.10 70.44
735 40.61 54.95 193.13 58.35 39.78
736 40.78 24.42 102.40 25.98 68.91
737 40.75 38.77 128.45 36.01 55.12
738 40.60 76.61 112.61 102.85 24.02
739 40.73 47.75 163.55 42.86 44.90
740 40.82 41.09 131.06 36.52 47.79
741 40.63 66.35 150.01 76.72 33.03
742 40.83 80.01 95.98 108.00 22.00
743 40.99 9.59 69.26 13.81 42.66
744 40.80 36.44 121.63 34.92 63.27
745 40.93 60.41 173.43 66.21 34.39
746 40.92 62.47 156.19 71.14 33.74
747 40.82 73.60 113.51 109.49 28.08
748 41.21 17.08 87.19 19.80 46.33
749 41.27 26.42 112.80 31.07 60.33
750 41.21 94.24 28.41 66.02 9.93
751 41.25 34.27 140.15 35.71 51.52
752 41.16 83.04 76.55 110.12 20.04
753 41.37 45.37 158.92 44.06 39.89
754 41.30 57.77 176.81 69.14 33.61
755 41.35 64.55 141.89 80.50 31.19
756 41.40 29.74 117.74 31.21 47.07
757 41.45 31.93 134.24 35.32 46.93
758 41.40 49.92 178.08 55.91 36.89
759 41.50 12.45 70.70 16.78 42.42
760 41.44 19.69 99.49 22.42 44.26
761 41.43 71.42 112.84 111.36 26.85
762 41.57 52.73 192.88 64.02 35.15
763 41.57 42.91 158.96 42.16 37.38
764 41.45 69.05 126.16 103.39 27.24
765 41.57 22.27 115.78 27.64 49.42
766 41.49 77.51 103.66 127.13 21.92
767 41.59 55.35 172.61 68.64 33.26
768 41.70 86.59 65.86 112.84 17.04
769 41.70 66.57 122.62 96.46 27.18
770 41.79 74.88 93.59 128.73 23.82
771 41.84 90.37 49.22 99.00 13.85
772 41.99 37.58 152.23 46.79 41.70
773 41.86 47.45 182.00 54.49 34.60
774 42.04 40.29 158.09 45.51 38.34
775 42.01 61.09 156.19 87.70 28.68
776 42.07 7.80 78.85 16.21 26.21
777 42.17 24.28 136.45 30.12 40.06
778 42.32 28.25 141.34 38.90 36.36
779 42.21 81.29 75.06 127.20 20.41
780 42.29 14.78 86.07 21.34 32.34
781 42.36 35.39 150.77 45.70 35.29
782 42.21 63.07 132.64 97.32 28.41
783 42.39 59.04 154.29 92.94 29.90
784 42.36 72.83 88.47 135.01 25.11
785 42.33 78.82 90.31 137.75 22.38
786 42.45 57.06 162.68 88.09 29.00
787 42.46 84.14 63.59 123.67 18.58
788 42.40 50.25 173.70 64.17 30.90
789 42.53 20.69 115.96 29.57 32.43
790 42.52 93.57 37.44 89.09 11.61
791 42.61 17.81 103.66 27.35 31.39
792 42.61 26.30 137.63 38.55 36.21
793 42.54 54.40 166.70 79.92 27.79
794 42.48 67.71 104.09 128.17 26.06
795 42.51 70.18 92.47 129.30 26.84
796 42.79 10.56 78.16 19.60 23.01
797 42.68 30.50 152.99 47.56 32.78
798 42.60 32.95 151.32 45.25 32.39
799 42.63 43.02 159.44 51.67 29.51
800 42.85 45.52 161.46 60.84 29.25
801 42.68 65.01 106.43 117.43 27.00
802 42.81 76.30 81.44 140.87 22.01
803 42.81 88.19 56.82 116.74 16.38
804 42.84 52.36 167.85 83.63 30.00
805 42.90 47.95 177.70 70.37 29.19
806 42.96 39.19 169.77 55.85 30.24
807 43.32 6.81 82.88 20.30 16.34
808 43.33 22.79 132.26 35.40 27.00
809 43.07 60.67 139.18 116.09 26.79
810 43.39 91.44 47.61 108.34 12.52
811 43.52 12.79 89.28 23.51 20.87
812 43.37 36.72 157.60 57.54 28.53
813 43.28 55.87 132.92 110.53 30.70
814 43.33 62.69 103.00 138.21 26.13
815 43.45 74.30 78.31 156.50 23.42
816 43.40 71.65 83.74 157.47 25.35
817 43.49 15.84 98.06 28.60 24.38
818 43.46 68.77 83.28 150.19 25.14
819 43.71 41.14 150.48 66.76 26.78
820 43.49 81.89 66.79 146.26 19.75
821 43.61 25.14 134.42 46.05 27.51
822 43.58 34.46 148.26 57.62 27.34
823 43.53 50.57 148.67 87.94 28.42
824 43.56 66.34 91.42 144.81 26.04
825 43.48 78.80 72.05 145.91 20.53
826 43.61 85.44 60.38 137.13 17.87
827 43.65 27.62 143.25 48.39 25.57
828 43.81 95.03 28.99 80.30 8.85
829 43.69 19.96 119.48 37.10 24.43
830 43.75 43.37 143.69 66.10 25.64
831 43.74 53.87 130.53 107.36 26.84
832 43.87 31.95 145.42 59.00 24.89
833 43.85 58.97 98.88 152.56 27.55
834 43.95 29.82 144.02 58.83 27.09
835 43.88 57.23 106.00 137.75 27.12
836 43.88 64.20 89.45 152.32 25.57
837 43.94 48.32 154.46 83.26 26.16
838 44.07 38.71 154.40 62.67 23.62
839 44.10 9.32 83.02 27.69 16.32
840 44.12 45.71 133.70 80.95 26.41
841 44.05 61.01 87.16 150.24 26.79
842 44.18 88.86 57.22 131.86 15.89
843 44.17 76.45 72.92 163.38 21.62
844 44.43 17.58 98.79 38.01 21.46
845 44.30 52.05 112.76 118.95 26.61
846 44.40 70.29 76.65 171.42 25.47
847 44.37 72.78 73.23 168.03 23.41
848 44.64 22.25 120.44 46.32 22.14
849 44.48 55.55 101.64 144.90 26.82
850 44.58 82.97 66.83 155.66 19.37
851 44.69 14.45 86.10 38.15 18.05
852 44.62 36.22 131.02 79.83 23.56
853 44.56 67.48 78.52 163.87 25.13
854 44.59 79.73 69.50 157.78 20.70
855 44.82 24.43 125.83 59.95 21.94
856 44.80 26.46 130.01 57.21 21.72
857 44.68 33.63 132.03 68.48 22.12
858 44.67 92.07 57.19 118.42 13.12
859 44.91 11.48 77.89 35.22 16.65
860 44.68 49.85 116.16 115.72 25.53
861 44.82 62.63 82.46 180.55 25.89
862 44.79 86.24 64.38 147.96 17.52
863 44.92 28.61 126.51 64.15 22.13
864 44.93 65.04 75.18 170.78 26.72
865 44.88 43.28 121.18 98.54 24.51
866 44.99 19.91 114.12 49.95 19.90
867 45.00 40.95 118.22 93.63 24.11
868 44.99 53.52 94.56 150.72 24.88
869 44.95 47.10 120.89 114.76 25.16
870 45.03 57.61 84.45 166.07 27.14
871 44.94 90.53 53.07 120.74 15.42
872 45.02 60.18 76.91 177.80 26.99
873 45.07 74.72 75.89 175.74 22.75
874 45.16 31.23 111.25 80.28 22.28
875 45.16 38.71 108.92 91.46 24.22
876 45.37 94.24 46.96 102.52 10.42
877 45.34 77.56 76.13 175.31 21.88
878 45.39 44.98 103.71 125.47 23.44
879 45.62 6.81 57.19 40.66 12.61
880 45.48 51.19 92.09 154.20 26.87
881 45.46 69.54 78.85 188.07 25.81
882 45.48 71.99 80.51 182.31 24.15
883 45.57 55.31 82.61 161.97 26.33
884 45.60 34.28 99.30 102.21 21.60
885 45.61 48.78 99.19 136.46 24.43
886 45.67 80.95 74.29 160.57 20.20
887 45.87 9.26 60.24 47.58 12.41
888 45.74 84.51 72.49 150.29 18.65
889 45.80 17.88 97.27 59.62 17.18
890 45.70 36.22 84.49 111.10 21.28
891 45.79 67.45 78.51 197.00 24.57
892 45.78 88.07 73.99 142.19 16.29
893 45.88 15.18 86.69 56.17 15.97
894 45.94 21.26 93.05 65.15 17.62
895 46.03 23.35 103.96 74.47 18.92
896 45.93 63.26 76.74 191.22 25.80
897 45.92 58.90 80.30 186.55 26.11
898 46.01 27.33 92.17 92.25 20.22
899 45.91 29.54 103.46 89.54 20.16
900 46.02 42.30 97.55 134.34 24.00
901 46.05 61.17 82.39 192.03 26.10
902 45.85 10.50 61.00 44.30 13.00
903 46.07 25.42 98.01 82.57 20.18
904 46.11 91.61 65.06 127.42 13.34
905 46.09 32.42 88.57 117.82 21.65
906 46.12 53.05 85.35 165.11 24.47
907 46.05 65.39 82.73 201.19 26.45
908 46.19 38.16 80.32 124.42 21.28
909 46.17 46.53 85.39 144.96 23.51
910 46.20 12.34 66.04 52.98 14.91
911 46.30 40.24 80.84 132.97 22.75
912 46.17 74.36 85.19 188.06 22.01
913 46.31 56.67 78.40 186.44 26.25
914 46.36 76.88 93.70 188.82 21.76
915 46.52 44.24 78.91 160.26 24.36
916 46.78 94.91 48.52 97.72 10.31
917 46.57 69.69 91.72 201.32 26.95
918 46.60 50.93 81.14 171.57 24.61
919 46.75 34.46 71.45 126.07 20.52
920 46.75 30.55 75.15 122.76 19.82
921 46.62 48.73 80.90 157.64 23.47
922 46.67 72.23 97.95 195.01 23.16
923 46.74 19.45 74.23 84.05 16.93
924 46.81 54.63 79.36 187.64 24.79
925 46.76 80.99 91.31 180.08 19.53
926 46.87 83.65 87.04 164.96 18.74
927 46.85 36.46 70.04 134.28 20.23
928 46.89 6.98 42.72 52.62 9.58
929 46.92 89.51 86.50 152.39 14.85
930 46.95 28.34 72.75 117.06 19.61
931 46.97 67.36 87.90 201.32 26.08
932 47.15 78.62 108.17 179.22 20.48
933 47.15 86.38 88.81 150.42 17.46
934 47.02 16.73 68.77 72.33 15.00
935 46.97 58.21 85.74 199.12 25.70
936 47.16 21.99 73.32 101.24 16.94
937 47.07 62.54 92.36 200.44 24.77
938 47.26 4.57 34.38 50.43 7.52
939 47.14 13.67 60.04 72.74 14.66
940 47.13 24.44 72.32 112.03 18.56
941 47.14 60.36 92.20 197.86 24.78
942 47.05 64.93 87.34 197.82 25.34
943 47.13 9.29 46.39 65.00 11.92
944 47.29 32.77 68.50 138.22 19.96
945 47.39 26.49 69.10 124.14 18.63
946 47.35 42.68 68.40 160.88 21.62
947 47.32 10.96 50.89 67.06 12.78
948 47.35 52.70 82.82 180.22 25.05
949 47.30 74.89 111.10 193.61 23.52
950 47.33 45.86 78.30 170.92 23.33
951 47.53 38.23 66.53 151.81 20.99
952 47.44 40.46 71.24 155.35 21.28
953 47.53 55.99 88.62 202.53 25.38
954 47.53 70.48 121.57 209.18 25.21
955 47.80 92.16 71.83 129.97 12.42
956 47.71 48.26 81.55 179.05 23.99
957 47.71 50.44 87.13 191.25 24.16
958 47.84 19.69 59.65 99.93 15.22
959 47.80 30.87 65.81 141.56 19.86
960 47.91 72.76 133.91 208.64 23.68
961 47.89 35.48 64.21 152.09 21.11
962 47.98 81.76 100.16 178.90 19.85
963 47.96 59.02 104.87 203.48 24.21
964 48.14 68.59 115.35 201.07 25.45
965 48.08 77.00 109.85 192.52 20.95
966 48.08 63.85 119.10 208.36 24.81
967 48.03 66.34 107.18 203.54 25.04
968 48.18 6.53 35.69 62.74 8.73
969 48.17 14.82 51.90 86.59 13.75
970 48.07 28.68 62.18 140.99 19.14
971 48.08 88.38 93.53 148.68 15.39
972 48.16 23.49 66.59 125.72 16.61
973 48.28 17.56 58.70 97.36 14.24
974 48.25 44.22 82.69 174.95 23.29
975 48.25 54.24 106.66 203.70 24.76
976 48.10 61.76 121.07 209.03 26.00
977 48.28 84.50 97.08 168.91 17.25
978 48.44 95.19 45.31 96.59 9.69
979 48.41 12.00 45.37 79.22 11.54
980 48.30 57.14 109.28 208.12 25.14
981 48.44 9.12 41.97 77.60 10.95
982 48.52 25.82 64.74 135.48 17.56
983 48.47 32.75 68.15 153.19 18.58
984 48.56 21.28 62.52 118.63 16.10
985 48.48 41.53 78.31 177.20 21.78
986 48.41 46.60 86.04 188.90 23.46
987 48.55 79.49 103.76 191.73 20.62
988 48.57 52.20 116.36 203.74 25.00
989 48.61 39.16 71.79 170.14 20.22
990 48.65 74.83 125.92 202.07 22.38
991 48.64 71.10 124.80 206.30 24.05
992 48.76 97.86 17.36 44.99 3.32
993 48.81 36.91 66.07 171.90 20.46
994 48.85 50.21 107.87 207.40 24.18
995 48.91 60.91 128.88 217.61 25.31
996 48.93 30.43 70.72 156.39 18.00
997 48.97 34.64 73.03 164.96 18.84
998 48.98 90.06 81.91 148.50 13.86
999 49.08 27.96 69.78 155.55 18.11
1000 48.97 65.10 135.27 214.34 25.58
1001 49.13 48.16 101.87 197.22 24.41
1002 49.11 55.81 147.23 210.71 24.51
1003 49.22 86.39 96.39 158.68 17.99
1004 49.13 58.16 139.94 209.58 24.58
1005 49.19 67.18 133.21 218.28 23.99
1006 49.34 93.12 59.43 129.50 11.83
1007 49.29 15.82 53.40 103.71 14.05
1008 49.34 24.00 67.20 149.96 16.86
1009 49.37 43.39 109.03 188.85 22.10
1010 49.36 82.87 98.31 175.86 19.47
1011 49.33 18.84 57.32 113.62 15.42
1012 49.39 69.32 133.59 208.51 23.32
1013 49.43 45.62 115.53 194.53 22.85
1014 49.39 63.18 150.55 206.19 24.75
1015 49.41 77.02 96.45 188.00 21.14
1016 49.37 6.91 37.54 77.65 8.86
1017 49.51 73.38 114.84 210.10 23.36
1018 49.50 53.79 149.45 207.49 25.21
1019 49.58 41.09 101.27 184.94 21.93
1020 49.60 12.59 46.53 97.64 12.39
1021 49.69 22.09 68.33 142.55 16.09
1022 49.66 59.78 147.23 213.80 24.31
1023 49.64 79.76 94.88 194.29 20.27
1024 49.77 32.03 82.04 166.01 19.03
1025 49.71 38.45 87.69 178.01 20.51
1026 49.70 4.01 27.12 63.08 6.14
1027 49.82 9.51 42.78 85.16 10.58
1028 49.80 25.86 72.04 150.71 17.87
1029 49.86 51.73 138.06 204.53 24.29
1030 49.83 71.34 120.29 206.67 24.06
1031 50.06 97.20 17.75 58.01 5.27
1032 50.03 33.98 90.88 181.83 20.02
1033 50.01 36.04 89.89 184.51 20.00
1034 50.03 49.61 135.26 211.17 23.23
1035 50.10 29.88 94.66 169.13 18.69
1036 50.03 65.45 117.63 215.10 26.56
1037 50.09 57.11 172.42 217.67 24.96
1038 50.26 20.11 70.19 135.57 14.28
1039 50.20 27.94 86.94 169.06 17.09
1040 50.18 90.36 63.46 151.92 14.81
1041 50.23 47.32 133.33 209.38 24.46
1042 50.29 75.40 86.86 210.55 21.50
1043 50.37 55.27 169.73 219.84 23.98
1044 50.35 87.18 68.25 164.62 17.06
1045 50.31 67.83 119.98 210.11 23.14
1046 50.50 5.46 41.72 77.70 8.00
1047 50.41 14.94 61.90 108.28 12.83
1048 50.53 61.29 139.78 213.34 26.17
1049 50.47 17.50 72.12 124.95 13.64
1050 50.45 81.56 81.07 190.07 19.35
1051 50.46 44.52 133.10 200.77 23.06
1052 50.45 63.22 134.77 220.79 24.45
1053 50.64 94.14 36.74 109.14 11.43
1054 50.78 84.32 74.74 171.19 18.16
1055 50.56 40.12 119.97 193.04 20.34
1056 50.59 58.82 158.97 221.69 27.18
1057 50.69 23.53 76.60 150.35 16.73
1058 50.73 42.51 130.35 188.61 21.64
1059 50.74 78.50 78.30 200.91 21.40
1060 51.09 7.39 43.90 84.06 9.47
1061 50.67 53.31 148.49 214.92 25.15
1062 50.73 70.17 96.72 211.60 24.19
1063 50.83 37.46 105.89 189.57 19.75
1064 50.81 73.03 79.10 208.60 24.27
1065 50.87 12.25 51.90 104.29 12.86
1066 50.85 25.83 84.06 164.74 16.28
1067 50.95 32.84 96.27 180.06 19.40
1068 51.12 9.63 50.26 99.45 10.86
1069 51.03 50.74 144.78 213.42 24.70
1070 51.16 30.79 105.25 175.96 18.50
1071 51.03 66.34 96.12 219.56 24.74
1072 51.24 35.12 101.96 184.43 19.20
1073 51.20 46.04 134.31 206.04 23.30
1074 51.27 21.09 78.70 144.14 15.54
1075 51.23 48.46 128.60 204.56 23.64
1076 51.26 91.87 46.07 142.59 12.75
1077 51.27 56.90 146.85 214.25 24.90
1078 51.30 64.66 100.71 217.16 25.02
1079 51.30 27.90 90.90 169.99 17.46
1080 51.33 76.21 72.52 205.81 20.96
1081 51.44 88.72 51.03 160.52 15.44
1082 51.46 18.55 75.94 134.43 14.23
1083 51.46 59.67 121.00 228.58 25.02
1084 51.56 39.10 116.89 191.25 19.60
1085 51.60 54.64 133.92 226.43 25.69
1086 51.52 67.98 86.76 216.46 23.83
1087 51.58 14.94 59.05 108.14 13.31
1088 51.56 62.40 105.14 222.31 25.43
1089 51.57 81.33 63.14 186.53 19.27
1090 51.64 52.40 123.72 220.02 23.48
1091 51.73 41.31 123.27 194.72 22.25
1092 51.86 43.70 109.93 204.84 22.78
1093 51.84 22.91 77.23 149.13 15.83
1094 51.84 71.92 70.93 216.30 22.35
1095 51.97 85.91 52.18 170.08 17.40
1096 51.92 25.18 81.78 159.27 16.53
1097 51.87 69.86 72.87 211.56 23.42
1098 52.03 5.41 40.58 85.12 7.24
1099 52.06 29.41 91.35 170.57 17.35
1100 52.04 36.70 97.64 192.75 19.72
1101 52.10 74.34 60.60 207.83 22.47
1102 52.03 78.68 57.22 193.91 20.72
1103 52.05 33.36 88.94 187.61 18.07
1104 52.07 11.60 54.06 98.25 11.84
1105 52.26 50.62 102.30 212.05 24.11
1106 52.32 58.39 102.06 226.11 25.22
1107 52.21 45.96 104.46 204.86 22.90
1108 52.38 16.86 61.58 130.00 13.44
1109 52.46 31.25 83.03 172.67 17.57
1110 52.29 48.33 99.80 211.73 22.97
1111 52.33 56.33 104.72 220.03 24.19
1112 52.38 60.61 90.10 222.60 24.11
1113 52.34 64.18 75.63 216.42 24.72
1114 52.39 66.10 71.04 217.06 24.00
1115 52.43 83.14 51.59 181.24 19.22
1116 52.50 19.60 63.45 140.84 14.68
1117 52.45 27.38 78.85 175.06 17.04
1118 52.43 91.48 40.26 151.72 12.50
1119 52.54 94.45 26.23 117.56 10.23
1120 52.49 8.66 45.09 95.16 10.64
1121 52.56 53.40 97.76 223.94 25.03
1122 52.61 76.60 58.76 207.08 21.75
1123 52.59 38.65 89.55 197.13 19.86
1124 52.72 62.35 77.34 220.14 23.27
1125 52.66 68.18 68.30 220.76 23.94
1126 52.83 35.02 86.97 191.76 19.41
1127 52.88 88.77 43.59 158.25 15.29
1128 52.81 13.85 46.81 108.48 13.31
1129 52.90 21.58 61.91 152.78 14.66
1130 52.78 41.22 84.21 194.51 21.57
1131 52.96 80.40 59.51 191.52 19.43
1132 53.01 23.68 62.72 162.16 17.15
1133 53.06 43.29 77.86 212.41 22.26
1134 52.89 70.52 65.78 217.41 23.47
1135 53.02 72.78 62.67 211.15 22.78
1136 53.12 25.54 68.00 163.99 17.49
1137 53.16 55.23 81.67 217.33 24.80
1138 53.26 32.76 73.23 183.01 19.26
1139 53.21 45.31 74.95 216.15 22.34
1140 53.29 47.54 70.17 205.19 23.44
1141 53.32 86.18 48.18 162.51 17.34
1142 53.20 5.92 38.33 87.52 8.11
1143 53.32 29.33 70.87 180.83 17.59
1144 53.27 49.81 73.97 214.14 23.30
1145 53.42 11.27 42.79 99.41 11.35
1146 53.35 52.08 78.99 220.88 23.21
1147 53.46 37.05 73.42 195.17 20.66
1148 53.41 57.50 79.66 221.78 23.39
1149 53.41 59.58 77.71 222.11 25.58
1150 53.56 18.20 52.79 133.59 14.19
1151 53.41 64.23 69.09 218.04 25.14
1152 53.55 15.85 44.93 121.47 14.58
1153 53.58 39.45 66.69 201.60 20.58
1154 53.48 75.08 62.60 210.53 23.06
1155 53.61 78.11 62.69 199.20 20.55
1156 53.51 66.40 69.32 223.35 24.86
1157 53.64 83.52 52.83 174.03 17.92
1158 53.75 8.52 41.10 102.37 9.57
1159 53.63 27.41 65.81 175.79 17.28
1160 53.67 61.75 70.26 220.43 24.83
1161 53.75 91.84 34.98 137.09 12.43
1162 53.78 95.07 23.02 100.18 9.38
1163 53.89 31.18 66.37 176.46 18.17
1164 53.76 68.69 67.53 213.07 23.60
1165 53.87 20.32 55.39 152.63 13.78
1166 53.93 41.61 60.74 197.14 20.92
1167 54.01 54.20 77.67 217.48 23.45
1168 53.92 34.42 66.11 186.00 18.31
1169 53.99 71.40 64.98 207.07 22.99
1170 54.06 22.85 54.41 160.73 15.79
1171 54.16 81.16 72.51 184.99 19.38
1172 54.23 44.02 62.30 202.97 21.87
1173 54.27 46.15 61.94 199.24 21.64
1174 54.28 4.91 28.36 80.69 6.66
1175 54.35 13.59 42.42 106.40 12.46
1176 54.25 25.55 59.89 164.17 16.37
1177 54.31 50.43 69.32 212.14 22.67
1178 54.32 56.15 83.28 214.33 24.64
1179 54.31 88.56 48.02 150.55 15.36
1180 54.41 48.29 67.26 208.37 23.09
1181 54.44 52.43 81.94 215.42 23.37
1182 54.42 74.12 69.90 202.53 22.18
1183 54.49 58.43 83.69 224.70 23.93
1184 54.45 64.81 77.91 217.85 24.55
1185 54.58 38.38 65.76 189.88 20.29
1186 54.60 36.17 65.04 186.73 19.85
1187 54.54 62.50 75.76 223.86 24.81
1188 54.59 76.57 80.02 211.33 21.66
1189 54.63 27.71 61.75 181.03 17.05
1190 54.70 29.78 63.54 179.29 17.10
1191 54.63 60.27 74.17 223.41 23.70
1192 54.58 67.01 77.98 215.23 25.16
1193 54.71 16.11 48.05 120.20 13.36
1194 54.72 85.06 64.04 157.57 17.40
1195 54.92 7.71 36.92 90.05 9.02
1196 54.82 10.92 41.55 94.61 11.48
1197 54.86 79.16 84.60 178.73 19.19
1198 54.93 18.63 53.16 133.07 14.10
1199 54.84 21.11 57.87 157.55 15.43
1200 54.89 40.50 68.38 194.07 20.59
1201 54.81 69.61 83.00 215.17 23.86
1202 54.92 93.75 33.07 117.73 11.17
1203 54.96 24.28 66.42 171.52 17.38
1204 55.01 31.82 67.06 185.69 16.94
1205 54.96 33.82 59.93 176.46 18.57
1206 55.04 42.66 67.83 197.24 21.34
1207 55.06 72.10 77.69 204.80 22.26
1208 55.30 90.88 47.08 138.28 12.95
1209 55.24 54.14 94.68 204.76 24.57
1210 55.27 57.14 112.44 218.16 24.63
1211 55.32 82.07 93.15 177.88 19.17
1212 55.35 46.88 78.82 199.82 21.52
1213 55.53 44.51 79.32 196.70 21.03
1214 55.41 49.36 84.43 206.80 22.19
1215 55.44 63.47 96.22 217.95 24.55
1216 55.42 51.69 88.74 208.10 22.19
1217 55.57 26.49 68.09 168.26 16.88
1218 55.51 4.86 28.92 82.55 7.16
1219 55.59 22.64 73.22 162.34 16.22
1220 55.52 67.94 101.19 205.96 24.60
1221 55.56 87.62 65.53 146.87 15.62
1222 55.58 65.53 99.49 208.41 23.76
1223 55.59 74.76 95.40 197.85 22.65
1224 55.63 28.66 67.00 172.77 18.16
1225 55.72 37.32 82.04 179.76 19.54
1226 55.59 61.45 97.79 217.05 23.67
