#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
cq3 14A 4 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
1830 74.48 62.63 97.97 27.39 170.88
1831 74.73 84.85 49.03 15.12 72.79
1832 74.76 34.68 50.79 19.34 127.10
1833 74.79 71.45 84.11 22.60 133.21
1834 74.89 80.04 71.49 18.29 101.99
1835 74.88 51.10 73.06 22.92 184.34
1836 74.89 58.40 83.65 25.36 177.39
1837 75.08 69.03 80.18 23.07 142.55
1838 74.93 76.92 75.30 20.72 109.32
1839 75.12 22.65 31.17 13.47 85.33
1840 75.22 25.16 35.01 15.56 87.19
1841 75.13 46.42 59.95 24.77 187.27
1842 75.14 61.04 78.13 25.57 177.95
1843 75.20 38.99 46.28 19.78 130.12
1844 75.33 17.04 30.20 10.06 67.03
1845 75.42 27.47 38.65 16.26 98.73
1846 75.34 32.70 40.15 17.49 108.49
1847 75.25 48.84 63.90 23.46 180.59
1848 75.28 53.62 73.08 24.75 180.33
1849 75.28 30.10 41.09 17.51 104.13
1850 75.33 44.20 50.59 22.36 164.07
1851 75.45 55.61 74.67 24.33 179.74
1852 75.42 66.35 75.53 23.58 151.59
1853 75.55 63.43 69.65 24.15 158.96
1854 75.49 41.64 49.07 21.16 148.81
1855 75.60 13.70 24.57 8.75 66.27
1856 75.56 73.90 72.54 21.17 129.77
1857 75.82 82.68 54.61 15.10 89.35
1858 75.74 37.08 47.36 18.60 119.47
1859 75.81 20.08 34.79 11.22 71.38
1860 75.80 59.33 64.77 24.05 182.00
1861 75.84 52.08 60.53 24.37 184.90
1862 76.00 35.01 47.03 19.51 108.08
1863 75.96 57.26 63.75 25.65 171.33
1864 75.89 75.21 74.36 19.27 113.54
1865 76.01 78.45 71.32 17.29 106.55
1866 76.02 71.16 82.73 22.45 134.79
1867 76.17 39.36 43.33 19.49 127.08
1868 76.16 46.11 49.49 22.26 165.08
1869 76.22 50.32 51.44 23.52 163.68
1870 76.21 29.39 47.64 17.25 90.01
1871 76.26 61.22 61.19 23.34 170.22
1872 76.29 22.82 36.67 12.24 77.38
1873 76.23 48.31 53.33 22.46 161.97
1874 76.28 68.55 74.17 22.36 142.41
1875 76.51 17.33 28.89 10.48 60.21
1876 76.41 33.12 50.78 18.75 99.34
1877 76.41 65.26 75.36 23.61 155.65
1878 76.51 25.42 45.39 14.86 77.36
1879 76.49 44.17 46.39 22.19 152.98
1880 76.40 54.06 58.71 25.24 171.52
1881 76.45 42.26 43.00 21.15 136.71
1882 76.67 31.24 56.87 17.69 91.37
1883 76.85 73.31 65.80 19.81 121.68
1884 76.90 27.70 59.57 16.16 79.23
1885 76.90 63.28 62.30 23.79 154.35
1886 76.93 76.36 67.89 17.46 121.60
1887 76.89 14.01 27.17 8.16 56.23
1888 76.85 55.76 45.48 23.12 160.29
1889 76.83 36.51 50.09 20.05 107.17
1890 76.79 58.54 54.45 22.67 173.52
1891 77.00 80.36 61.90 15.99 104.63
1892 77.00 40.58 46.89 20.95 117.36
1893 76.98 52.01 47.76 24.42 162.58
1894 77.02 20.55 37.37 10.83 61.60
1895 77.10 67.21 60.14 20.66 139.26
1896 77.26 83.59 51.78 13.17 86.22
1897 77.24 38.52 53.89 21.53 104.64
1898 77.19 47.87 52.57 23.84 148.97
1899 77.19 45.78 47.95 22.26 139.83
1900 77.37 70.48 62.90 20.56 132.99
1901 77.40 34.14 59.67 17.96 89.22
1902 77.26 49.95 48.22 22.68 150.12
1903 77.46 23.38 45.78 13.36 66.17
1904 77.28 61.14 54.20 24.51 154.25
1905 77.52 53.71 48.18 23.52 153.11
1906 77.67 29.96 72.56 17.62 77.28
1907 77.65 17.84 41.40 10.51 53.06
1908 77.54 42.97 52.00 21.34 110.61
1909 77.61 57.15 50.82 23.43 160.95
1910 77.75 65.13 54.81 20.69 142.62
1911 77.71 32.05 69.52 18.02 79.70
1912 77.78 59.28 46.82 21.77 151.40
1913 77.86 26.09 64.52 14.56 70.48
1914 77.83 36.26 78.72 19.91 85.75
1915 77.97 74.16 57.75 19.00 116.69
1916 78.05 77.93 59.06 18.07 113.38
1917 77.80 14.80 31.68 8.24 50.80
1918 78.21 67.80 49.75 21.54 127.49
1919 78.01 40.91 63.52 20.03 96.22
1920 78.13 45.11 60.08 21.90 113.20
1921 78.15 55.42 44.22 24.51 148.97
1922 78.15 62.31 45.32 24.48 149.60
1923 78.20 13.42 30.63 7.26 46.46
1924 78.11 20.29 44.96 11.21 55.18
1925 78.11 47.13 61.50 23.12 130.75
1926 78.11 51.80 52.13 24.57 146.63
1927 78.27 28.31 82.95 15.54 71.66
1928 78.34 81.38 58.99 14.26 102.82
1929 78.21 38.51 75.75 19.68 87.05
1930 78.23 49.80 58.05 23.06 129.71
1931 78.60 24.19 62.10 13.05 62.41
1932 78.55 70.87 47.16 19.39 117.18
1933 78.67 34.73 95.77 19.08 74.77
1934 78.71 32.91 93.37 17.51 71.81
1935 78.58 43.42 73.58 22.23 96.24
1936 78.69 53.46 49.11 24.52 136.30
1937 78.77 64.19 44.92 21.89 130.04
1938 78.66 57.45 49.07 23.97 138.48
1939 78.79 16.11 40.38 9.30 46.40
1940 78.77 59.98 42.53 22.75 137.09
1941 79.01 76.08 47.03 17.32 106.01
1942 78.96 30.97 93.46 16.53 68.17
1943 79.23 21.98 61.34 12.14 58.54
1944 78.97 36.69 103.10 18.74 73.87
1945 78.89 48.27 79.44 23.14 116.44
1946 79.01 40.77 94.88 20.75 82.42
1947 79.29 73.43 45.06 18.12 110.10
1948 79.18 19.01 53.51 10.48 50.17
1949 79.18 46.22 82.68 21.81 99.29
1950 79.14 51.10 66.66 23.26 119.16
1951 79.34 26.27 81.77 14.62 61.48
1952 79.23 38.75 113.08 19.23 72.92
1953 79.23 55.24 51.73 24.02 127.62
1954 79.37 61.88 36.88 22.13 116.29
1955 79.46 66.52 38.46 20.70 120.26
1956 79.33 28.68 90.21 15.29 62.33
1957 79.46 68.88 39.99 19.46 115.24
1958 79.40 42.78 100.85 21.70 88.41
1959 79.30 79.46 44.07 14.71 102.69
1960 79.57 58.85 39.98 22.74 128.90
1961 79.72 78.39 42.88 14.55 105.08
1962 79.72 44.65 115.63 20.95 80.16
1963 79.70 49.32 84.70 23.66 100.14
1964 79.69 52.63 66.92 23.98 112.19
1965 79.80 56.74 47.68 23.18 121.32
1966 79.90 14.11 44.63 7.33 38.96
1967 79.91 23.90 71.63 12.56 52.50
1968 79.85 35.06 115.31 18.77 66.47
1969 80.04 32.72 114.90 18.31 63.12
1970 80.00 64.54 38.03 21.29 115.32
1971 80.04 71.22 43.04 19.01 108.70
1972 79.80 19.66 58.00 10.40 42.87
1973 80.17 30.37 111.92 15.52 57.44
1974 80.02 16.18 56.39 9.67 45.76
1975 80.15 47.57 92.67 21.90 84.12
1976 80.21 37.65 124.78 18.68 71.72
1977 80.17 39.73 115.98 20.00 71.28
1978 80.17 41.69 116.51 20.17 70.57
1979 80.20 54.37 67.10 20.69 104.34
1980 80.33 17.73 57.36 8.53 41.32
1981 80.36 50.68 93.58 21.81 93.42
1982 80.52 76.66 33.42 15.02 101.11
1983 80.51 20.24 64.43 11.07 49.00
1984 80.49 60.27 41.53 21.82 108.96
1985 80.51 62.53 37.36 22.12 113.93
1986 80.42 27.70 101.54 16.08 62.83
1987 80.57 45.73 124.68 22.00 73.04
1988 80.61 58.05 49.57 22.67 109.08
1989 80.72 43.53 115.37 20.40 66.74
1990 80.83 74.15 35.75 16.74 104.74
1991 80.82 25.35 87.68 14.07 53.92
1992 80.79 52.35 89.14 21.38 95.50
1993 80.90 66.49 33.68 20.18 101.92
1994 80.97 69.00 32.90 18.87 102.64
1995 80.94 79.54 31.54 12.65 95.28
1996 80.92 36.43 122.84 19.43 65.21
1997 80.99 34.29 113.21 17.99 62.79
1998 81.00 56.17 72.81 23.67 98.69
1999 81.03 49.08 109.92 20.75 72.72
2000 81.09 22.32 71.93 11.99 46.25
2001 81.36 14.95 58.31 7.50 38.28
2002 81.20 41.20 118.69 19.58 67.76
2003 81.48 28.42 100.28 15.10 54.74
2004 81.24 39.10 124.46 18.25 62.34
2005 81.22 54.17 95.51 22.40 101.14
2006 81.34 64.03 39.51 20.78 104.40
2007 81.37 32.33 112.95 17.03 57.16
2008 81.32 30.39 105.33 15.91 59.62
2009 81.40 71.64 30.43 18.27 95.23
2010 81.33 47.24 133.08 22.19 71.02
2011 81.58 17.62 67.79 9.07 39.05
2012 81.57 44.86 130.58 20.51 66.71
2013 81.64 58.98 55.01 21.29 91.39
2014 81.60 61.18 47.63 22.11 96.55
2015 81.63 50.80 118.19 21.31 74.72
2016 81.84 42.75 120.52 21.23 63.22
2017 82.07 19.78 73.03 10.27 42.47
2018 81.94 35.95 114.99 19.30 59.85
2019 82.03 24.52 85.54 12.74 48.99
2020 81.99 52.74 122.80 23.78 74.41
2021 82.20 77.45 26.58 12.95 89.75
2022 82.34 26.60 81.14 13.36 49.23
2023 82.17 38.33 119.12 18.96 60.07
2024 82.16 57.40 76.80 22.52 79.44
2025 82.11 67.90 33.09 18.21 88.11
2026 82.17 33.44 108.60 16.57 53.64
2027 82.15 55.38 98.04 20.16 77.18
2028 82.34 74.66 28.33 15.47 95.70
2029 82.27 40.53 125.42 19.58 61.27
2030 82.20 46.74 138.61 21.46 64.37
2031 82.31 48.71 137.56 22.52 68.98
2032 82.38 65.46 43.32 20.23 88.11
2033 82.44 62.76 51.78 19.16 86.90
2034 82.51 21.91 74.61 10.97 42.94
2035 82.40 30.51 90.51 16.09 51.85
2036 82.59 71.26 29.82 16.87 84.20
2037 82.57 44.20 120.47 20.58 61.17
2038 82.73 60.47 65.35 21.07 80.72
2039 82.66 50.58 136.90 24.65 69.34
2040 83.00 28.51 75.38 14.16 46.37
2041 82.99 42.28 105.08 18.26 55.44
2042 82.84 53.67 113.82 22.81 68.04
2043 83.08 34.54 100.17 16.26 51.56
2044 82.93 36.94 101.11 17.46 50.35
2045 83.19 17.32 55.47 8.33 34.84
2046 83.05 46.10 132.18 21.16 57.47
2047 83.25 32.06 87.32 16.23 48.32
2048 83.29 58.86 86.68 20.92 70.67
2049 83.15 56.31 98.55 22.07 64.51
2050 83.33 69.13 32.41 17.26 77.00
2051 83.25 40.06 108.77 19.80 55.68
2052 83.42 23.97 60.97 12.84 40.94
2053 83.40 51.98 132.05 20.38 62.13
2054 83.46 64.01 55.12 19.83 73.49
2055 83.49 48.07 132.21 20.85 56.53
2056 83.37 20.31 54.11 9.89 37.42
2057 83.62 19.08 52.59 9.39 40.52
2058 83.65 74.01 25.68 14.47 84.86
2059 83.67 66.46 44.85 19.59 70.76
2060 83.64 44.10 106.21 19.40 53.78
2061 83.70 26.25 59.60 13.04 40.67
2062 83.68 50.07 128.93 23.84 56.85
2063 83.72 38.31 93.75 18.03 55.10
2064 83.75 54.34 115.78 21.81 61.91
2065 83.85 61.69 75.45 20.18 72.63
2066 84.07 76.81 20.52 11.71 70.76
2067 84.03 29.51 57.53 14.42 41.83
2068 83.97 35.84 86.39 17.27 46.44
2069 84.06 41.57 97.87 19.49 49.30
2070 84.15 57.64 107.38 20.55 62.76
2071 84.31 21.42 49.32 9.59 35.27
2072 84.31 71.57 29.58 14.98 69.96
2073 84.06 46.14 121.90 20.22 51.28
2074 84.35 31.44 62.19 14.79 40.95
2075 84.39 33.69 65.17 16.39 46.25
2076 84.46 52.71 124.58 20.81 54.08
2077 84.68 24.62 48.52 12.11 31.31
2078 84.62 68.93 40.57 16.48 66.43
2079 84.62 39.55 83.31 17.80 47.85
2080 84.61 55.47 114.10 20.73 53.70
2081 84.51 49.38 112.70 20.90 54.12
2082 84.82 59.85 92.79 19.76 56.53
2083 84.76 18.22 38.52 7.91 32.73
2084 84.63 43.27 92.23 18.74 48.56
2085 84.62 23.26 51.52 12.11 34.81
2086 84.82 27.13 44.82 13.53 34.68
2087 84.65 37.14 65.66 16.68 41.82
2088 84.76 64.75 65.42 18.44 57.31
2089 84.96 47.01 115.32 19.03 45.28
2090 85.06 44.96 99.12 19.64 44.72
2091 85.08 62.14 79.26 19.34 58.93
2092 85.20 73.54 27.70 13.30 67.56
2093 85.00 74.83 25.95 12.49 62.10
2094 85.21 35.08 54.48 16.43 39.22
2095 85.20 51.12 105.46 20.67 47.42
2096 84.96 63.45 76.64 19.00 56.36
2097 85.33 41.23 67.79 18.49 42.74
2098 85.28 29.51 39.97 14.32 35.03
2099 85.37 66.72 53.21 17.40 61.05
2100 85.39 31.82 49.90 15.68 34.73
2101 85.40 57.57 92.14 19.65 53.20
2102 85.48 48.68 98.62 19.62 46.52
2103 85.55 20.27 31.71 9.35 30.91
2104 85.78 52.97 104.09 21.12 45.09
2105 85.67 55.07 101.75 20.58 48.07
2106 85.61 71.24 32.92 14.34 57.00
2107 85.89 22.37 31.71 9.26 29.96
2108 85.70 38.07 55.28 17.03 39.23
2109 85.79 43.18 68.73 20.43 40.94
2110 86.04 25.35 34.59 12.09 28.22
2111 86.13 69.03 43.68 15.27 55.89
2112 86.15 64.26 73.85 17.43 51.18
2113 86.34 27.69 31.88 12.89 30.31
2114 86.16 39.89 48.30 17.95 38.05
2115 86.16 45.82 80.59 19.31 40.25
2116 86.18 61.50 88.33 19.33 47.65
2117 86.20 33.53 44.60 15.42 34.25
2118 86.32 35.95 43.97 15.74 34.05
2119 86.21 50.35 80.90 18.65 40.18
2120 86.41 59.26 89.16 20.42 47.82
2121 86.54 30.48 33.00 14.36 32.05
2122 86.25 72.09 37.84 13.00 55.59
2123 86.55 47.99 70.96 18.01 38.19
2124 86.32 66.29 64.05 16.47 52.68
2125 86.58 56.59 79.48 19.93 44.40
2126 86.41 19.06 24.00 8.42 27.47
2127 86.82 41.68 39.59 17.36 34.78
2128 86.70 20.14 24.02 8.05 27.20
2129 86.72 37.73 37.80 15.75 38.35
2130 86.82 43.81 48.87 17.40 35.57
2131 86.94 54.54 75.09 18.58 38.16
2132 86.96 67.05 59.37 15.60 44.14
2133 86.94 52.15 64.99 17.66 37.58
2134 87.01 31.88 29.20 14.37 32.51
2135 87.18 34.67 35.49 16.10 32.75
2136 87.20 22.63 23.04 10.69 25.57
2137 87.33 46.76 51.54 18.38 34.93
2138 87.18 49.91 60.72 19.30 35.20
2139 87.39 24.80 22.97 11.24 28.79
2140 87.07 70.78 42.20 11.51 45.40
2141 87.37 39.52 31.78 17.35 35.09
2142 87.42 63.07 76.46 16.79 41.33
2143 87.29 20.57 19.40 7.53 27.53
2144 87.52 58.10 76.89 18.52 39.27
2145 87.65 65.20 71.84 16.27 39.47
2146 87.74 45.02 39.08 17.84 31.49
2147 87.75 60.87 78.66 18.14 38.25
2148 87.64 26.42 24.03 11.47 24.53
2149 87.73 37.31 30.09 15.37 31.26
2150 87.62 32.37 27.76 13.54 27.30
2151 87.75 71.74 47.03 11.81 43.01
2152 88.00 48.60 41.86 17.69 31.46
2153 88.03 53.57 52.36 17.59 33.03
2154 88.12 56.02 55.15 18.58 34.08
2155 87.99 41.26 28.03 17.42 31.72
2156 88.15 51.15 45.37 18.30 31.34
2157 88.23 43.12 29.31 16.66 31.63
2158 87.89 33.63 21.56 13.25 33.12
2159 88.26 27.06 20.85 11.50 24.20
2160 88.31 30.23 25.23 13.61 27.94
2161 88.49 35.34 25.13 15.98 29.35
2162 88.41 21.73 16.88 9.68 23.28
2163 88.36 66.55 62.49 14.29 39.84
2164 88.61 24.19 18.40 10.31 24.38
2165 88.45 33.22 22.29 14.51 29.04
2166 88.81 39.41 24.56 16.34 29.64
2167 88.67 59.07 57.43 18.69 34.87
2168 88.67 63.44 66.33 14.67 33.77
2169 88.84 46.93 28.29 17.56 30.25
2170 88.77 67.95 60.39 13.70 32.75
2171 88.97 37.26 24.92 15.07 28.28
2172 89.03 70.74 46.08 9.99 26.00
2173 88.87 31.15 22.34 13.07 25.34
2174 88.91 22.75 17.71 8.91 22.51
2175 89.04 44.62 27.73 16.91 28.47
2176 88.98 61.75 60.55 16.31 34.26
2177 89.06 49.34 33.15 18.59 28.93
2178 89.13 54.98 38.61 17.45 30.92
2179 89.07 64.82 69.79 14.75 32.44
2180 89.27 41.40 25.01 15.84 28.79
2181 89.15 52.43 39.51 16.64 29.33
2182 89.23 26.48 19.39 11.73 22.67
2183 89.39 28.27 19.66 12.60 24.79
2184 89.46 57.41 39.62 16.68 29.52
2185 89.46 33.43 22.74 13.98 26.61
2186 89.35 24.90 17.34 9.57 21.49
2187 89.72 43.07 24.19 17.02 26.73
2188 89.69 60.26 48.44 16.54 30.33
2189 89.92 66.84 62.70 12.50 29.24
2190 90.00 48.03 24.53 17.76 26.72
2191 89.74 62.69 53.93 13.05 28.88
2192 89.82 45.77 23.64 17.21 25.71
2193 90.08 31.22 21.93 12.79 21.21
2194 90.08 36.66 20.79 13.92 25.02
2195 90.03 39.23 22.00 15.37 24.85
2196 89.95 50.65 28.60 17.24 28.36
2197 90.27 63.82 50.60 14.18 29.28
2198 90.14 53.48 31.04 17.86 28.73
2199 90.18 34.95 22.52 14.15 22.94
2200 90.45 25.63 16.02 9.96 20.76
2201 90.26 28.53 20.00 11.71 20.53
2202 90.39 55.00 31.52 16.08 26.32
2203 90.13 41.94 25.33 17.00 22.67
2204 90.45 33.69 21.75 12.92 20.92
2205 90.54 56.78 31.49 16.06 24.46
2206 90.87 44.28 24.17 15.18 23.12
2207 90.53 41.42 23.60 14.71 22.98
2208 90.54 51.57 25.60 16.70 25.55
2209 90.87 58.68 33.08 13.91 25.45
2210 91.00 38.45 22.52 14.84 22.83
2211 91.10 61.52 38.67 13.18 25.40
2212 90.79 64.76 45.26 10.92 21.26
2213 91.18 31.99 19.49 11.81 21.66
2214 91.17 29.30 18.16 11.04 19.16
2215 91.18 40.72 23.55 13.67 21.08
2216 91.20 52.06 24.64 18.47 24.53
2217 91.14 34.64 20.61 14.32 21.86
2218 91.83 36.57 20.96 13.06 21.04
2219 91.49 54.22 22.35 14.98 25.18
2220 91.35 62.96 41.00 12.75 25.75
2221 91.70 56.93 24.59 15.07 26.20
2222 91.46 59.48 26.37 11.58 19.37
2223 91.76 34.27 20.07 12.02 20.60
2224 91.75 42.43 23.26 15.60 22.04
2225 91.95 63.82 39.06 10.78 20.73
2226 92.07 51.41 22.75 15.93 23.44
2227 92.22 46.01 21.38 14.83 21.89
2228 92.12 48.24 23.66 16.31 21.67
2229 92.21 40.38 21.37 13.98 22.59
2230 92.25 31.97 18.23 11.62 20.74
2231 92.35 29.69 17.48 9.90 18.09
2232 92.28 60.27 26.98 13.52 23.35
2233 92.26 58.57 22.78 12.78 19.93
2234 92.39 41.67 22.60 11.92 16.88
2235 92.82 54.72 19.36 14.09 22.57
2236 92.73 43.37 19.61 13.84 20.61
2237 93.06 33.96 19.02 12.01 17.80
2238 92.80 61.99 26.52 11.35 18.69
2239 92.86 49.83 24.10 14.88 20.34
2240 92.98 38.83 19.13 13.01 18.40
2241 92.86 48.54 22.19 14.85 20.92
2242 93.58 57.26 17.91 13.23 19.18
2243 93.22 59.77 18.75 12.58 22.03
2244 93.20 41.49 20.17 14.91 19.83
2245 93.34 45.79 20.79 14.91 19.84
2246 93.42 28.92 15.60 9.67 15.16
2247 93.24 35.46 20.50 10.50 17.80
2248 93.24 36.58 21.17 10.67 15.33
2249 93.70 31.20 17.48 10.57 17.09
2250 93.54 58.80 19.74 10.84 16.05
2251 93.84 52.08 19.24 13.52 20.20
2252 93.78 36.07 20.15 11.12 18.56
2253 94.22 47.54 20.45 13.49 17.87
2254 93.87 43.99 21.98 14.18 16.11
2255 94.00 49.98 18.56 13.56 20.90
2256 94.03 54.67 17.13 13.04 18.60
2257 93.80 60.46 16.87 9.77 16.73
2258 93.93 41.64 22.27 12.41 15.78
2259 94.17 39.44 16.64 14.11 17.98
2260 94.41 37.23 18.61 11.44 14.56
2261 94.75 35.21 18.03 10.09 13.96
2262 94.54 58.99 14.86 10.36 16.50
2263 94.75 53.20 17.16 11.79 18.42
2264 94.81 31.60 15.88 11.10 15.63
2265 94.96 33.65 16.65 10.24 14.76
2266 94.78 43.82 19.70 12.65 14.95
2267 94.81 40.14 18.88 11.65 16.30
2268 94.87 41.80 20.56 13.38 16.50
2269 94.77 56.24 14.97 11.50 16.50
2270 95.28 37.91 17.23 11.34 15.41
2271 95.31 45.36 18.36 11.91 16.26
2272 95.39 47.79 17.20 11.48 18.31
2273 95.28 54.75 16.50 9.65 13.71
2274 95.37 56.81 12.82 11.03 15.74
2275 95.52 42.78 19.50 11.92 15.69
2276 95.50 36.48 17.68 10.21 14.21
2277 96.34 43.87 16.88 10.85 15.24
2278 96.16 35.53 13.81 10.00 13.45
2279 96.30 49.84 14.99 10.78 14.68
2280 96.13 53.80 13.43 10.07 15.07
2281 96.20 37.04 15.88 9.90 11.92
2282 96.66 40.34 16.81 9.42 11.69
2283 96.56 47.14 14.61 10.00 16.67
2284 97.17 46.68 14.48 8.76 14.08
2285 97.21 36.41 13.52 7.58 11.15
2286 97.19 38.18 14.65 8.57 14.65
2287 97.42 42.86 13.72 9.09 12.22
2288 97.66 39.33 13.64 7.87 13.62
2289 97.97 46.13 13.11 7.78 12.82
2290 98.11 44.55 12.21 10.12 11.82

