#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ms12 14A 4 even-skipped Kruppel bicoid

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - bcd>
1615 66.27 56.92 124.80 49.27 18.09
1616 66.32 89.36 65.56 38.72 10.05
1617 66.47 41.95 135.61 36.68 16.83
1618 66.57 68.88 95.14 61.65 16.57
1619 66.52 23.16 105.46 29.62 14.17
1620 66.56 35.69 123.19 36.16 17.85
1621 66.55 51.14 127.68 43.19 18.35
1622 66.53 66.75 105.02 61.86 17.49
1623 66.55 25.81 104.87 34.39 17.03
1624 66.60 62.04 127.19 58.14 18.81
1625 66.70 86.75 74.00 44.43 12.66
1626 66.69 78.02 80.49 50.55 15.02
1627 66.76 52.97 127.28 42.82 18.54
1628 66.75 58.46 137.13 51.45 17.95
1629 66.80 10.20 70.74 24.71 10.71
1630 66.82 55.10 136.98 45.40 16.83
1631 66.87 33.51 121.10 33.58 17.30
1632 66.78 39.85 132.39 37.70 18.70
1633 66.88 30.82 108.64 32.79 16.66
1634 66.88 63.92 115.32 55.22 18.92
1635 66.91 44.42 135.44 34.88 17.17
1636 67.05 18.31 85.82 25.83 14.58
1637 67.10 28.52 105.68 32.69 16.29
1638 67.10 49.50 135.48 39.34 18.08
1639 67.10 75.05 95.35 56.62 16.30
1640 67.10 46.72 118.55 38.20 17.23
1641 67.26 37.71 132.77 29.00 15.77
1642 67.23 60.18 138.36 48.05 16.84
1643 67.36 12.92 76.49 23.91 13.10
1644 67.28 70.85 103.07 48.27 16.41
1645 67.39 20.88 92.38 27.37 15.28
1646 67.52 65.45 127.32 44.37 18.17
1647 67.49 67.53 116.00 47.11 16.68
1648 67.45 80.54 80.81 39.52 15.02
1649 67.49 42.47 139.73 34.55 17.16
1650 67.58 8.18 68.88 20.39 10.28
1651 67.65 84.81 66.36 31.73 11.49
1652 67.54 26.16 95.99 28.72 16.34
1653 67.66 56.33 151.19 38.49 18.20
1654 67.65 88.71 58.73 25.66 8.50
1655 67.67 23.24 102.73 26.13 15.26
1656 67.73 51.64 139.88 34.45 17.77
1657 67.71 62.16 156.05 47.90 17.58
1658 67.84 72.72 100.20 46.04 15.71
1659 67.89 35.96 131.57 29.95 17.28
1660 67.82 53.95 146.18 36.97 17.11
1661 67.82 39.96 108.71 30.09 17.61
1662 67.96 58.16 149.61 38.48 18.17
1663 67.85 77.61 92.22 40.02 14.56
1664 68.01 31.66 108.78 27.82 16.64
1665 67.95 48.19 128.41 35.71 16.28
1666 68.00 33.79 115.80 30.17 16.80
1667 68.03 10.93 74.28 21.78 12.64
1668 68.06 45.87 113.67 31.53 17.02
1669 68.13 68.90 122.62 42.41 15.81
1670 68.12 16.76 82.57 23.22 14.80
1671 68.16 29.40 113.00 25.27 15.66
1672 68.23 44.06 122.09 29.03 17.04
1673 68.28 63.66 133.55 42.60 16.54
1674 68.41 82.74 82.71 29.03 12.77
1675 68.33 19.22 85.41 22.84 15.60
1676 68.25 60.53 147.12 43.47 18.60
1677 68.34 74.83 100.02 40.77 16.01
1678 68.38 14.13 78.23 20.76 12.96
1679 68.43 49.98 116.70 33.71 16.94
1680 68.71 8.05 62.38 16.28 8.71
1681 68.52 27.15 96.81 23.91 15.33
1682 68.54 24.75 90.05 24.66 14.66
1683 68.61 37.86 102.71 27.32 16.04
1684 68.61 42.00 101.90 28.50 17.39
1685 68.56 66.29 125.30 37.65 16.80
1686 68.70 70.78 122.72 36.08 16.20
1687 68.72 87.38 69.53 25.28 10.26
1688 68.75 21.63 84.54 22.08 15.01
1689 68.85 80.08 91.21 27.53 14.77
1690 68.80 52.36 118.06 29.42 17.77
1691 68.89 56.49 149.48 31.29 17.55
1692 68.83 54.49 137.44 31.81 15.71
1693 68.89 40.17 95.86 28.16 17.02
1694 68.87 59.15 142.33 35.07 17.04
1695 68.90 47.05 106.00 30.65 16.82
1696 68.96 35.14 117.97 25.62 16.94
1697 69.12 76.86 111.74 31.83 14.78
1698 69.29 85.29 86.79 24.02 11.99
1699 69.12 11.02 80.38 17.05 11.04
1700 69.20 72.87 122.11 31.94 16.15
1701 69.23 30.57 113.86 23.69 16.36
1702 69.27 32.91 104.29 23.52 15.68
1703 69.15 61.38 127.56 32.67 16.49
1704 69.18 64.47 149.24 35.28 17.48
1705 69.26 68.21 138.34 33.03 17.33
1706 69.36 15.92 85.97 17.73 12.87
1707 69.28 43.87 115.37 25.84 16.88
1708 69.40 28.23 93.76 23.16 14.61
1709 69.54 18.40 74.87 17.28 13.71
1710 69.44 48.71 99.04 26.73 16.68
1711 69.50 13.46 82.98 16.59 11.52
1712 69.50 23.76 77.27 20.92 15.27
1713 69.47 50.55 108.83 27.37 17.37
1714 69.66 38.94 95.22 24.66 16.94
1715 69.61 58.04 132.06 29.48 17.96
1716 69.81 26.16 79.32 21.23 15.21
1717 69.82 36.85 93.65 23.40 15.55
1718 69.71 45.95 113.87 26.16 16.46
1719 69.78 62.77 141.33 30.42 16.22
1720 69.74 66.27 135.02 31.45 16.27
1721 69.89 74.91 125.46 27.91 15.14
1722 69.82 70.21 142.04 31.32 14.63
1723 69.91 54.54 119.20 26.79 16.01
1724 69.93 20.75 75.68 19.15 14.80
1725 69.95 41.25 112.70 25.93 17.28
1726 69.90 52.44 116.62 27.17 17.34
1727 70.00 59.87 125.73 29.90 16.56
1728 70.05 34.68 97.51 22.57 16.03
1729 70.16 87.80 58.63 15.19 8.57
1730 70.11 8.91 60.50 13.29 10.04
1731 70.24 56.53 114.66 26.31 16.15
1732 70.28 79.50 109.37 22.80 13.78
1733 70.24 31.38 100.74 23.54 14.69
1734 70.31 11.52 70.55 14.26 10.78
1735 70.28 43.32 109.13 23.52 16.84
1736 70.38 47.98 110.31 24.33 17.00
1737 70.38 72.22 135.25 26.07 15.80
1738 70.42 64.39 139.83 28.83 17.13
1739 70.25 82.71 92.29 20.83 11.68
1740 70.48 22.67 72.15 19.08 14.16
1741 70.42 28.67 85.48 21.73 14.91
1742 70.54 68.52 151.74 27.13 15.64
1743 70.59 76.91 114.61 22.70 14.37
1744 70.56 50.38 111.47 24.20 15.64
1745 70.55 14.53 81.38 15.44 12.94
1746 70.61 61.31 113.56 28.33 15.53
1747 70.74 84.96 85.56 17.80 11.50
1748 70.56 17.01 83.79 15.43 14.35
1749 70.68 39.09 107.39 22.41 17.59
1750 70.72 45.53 129.14 23.94 16.00
1751 70.80 25.08 79.89 18.37 15.33
1752 70.83 58.52 109.87 25.71 16.10
1753 70.94 32.89 94.78 20.27 15.78
1754 70.90 52.83 103.91 23.94 16.38
1755 70.95 66.49 132.44 26.02 15.44
1756 71.04 19.61 78.83 17.48 14.00
1757 71.09 37.04 96.07 21.51 15.16
1758 71.00 55.11 103.56 25.70 16.30
1759 71.22 34.98 99.74 21.06 15.50
1760 71.13 41.56 108.35 24.06 16.20
1761 71.27 73.62 125.04 20.14 14.26
1762 71.27 30.12 92.48 20.31 15.83
1763 71.32 82.21 93.80 17.37 11.55
1764 71.28 62.66 127.62 26.71 16.29
1765 71.25 9.68 66.22 12.29 9.88
1766 71.09 17.36 80.62 16.50 12.42
1767 71.37 27.28 97.67 18.15 14.23
1768 71.31 43.85 116.37 22.00 15.47
1769 71.42 70.89 132.58 21.01 14.82
1770 71.40 12.67 83.98 13.56 11.12
1771 71.41 47.19 119.39 24.30 17.32
1772 71.43 49.36 123.18 23.47 16.70
1773 71.59 86.99 70.28 13.14 8.88
1774 71.46 56.88 111.78 25.42 17.58
1775 71.53 64.58 135.20 24.59 16.89
1776 71.59 22.00 90.54 16.53 14.88
1777 71.60 59.95 107.63 26.46 17.89
1778 71.66 79.15 106.69 18.11 12.35
1779 71.68 39.43 126.73 21.93 16.62
1780 71.73 15.57 90.95 14.41 12.73
1781 71.75 68.25 125.65 23.92 15.86
1782 71.76 76.16 103.10 18.34 13.03
1783 71.79 51.36 123.58 22.75 15.90
1784 71.84 53.99 112.25 23.56 15.73
1785 71.96 24.56 99.93 16.92 13.29
1786 72.04 31.88 98.81 20.84 14.39
1787 72.23 18.06 94.70 13.81 12.99
1788 72.15 45.58 134.19 21.74 17.20
1789 72.16 61.65 114.16 23.62 16.03
1790 72.25 36.80 119.36 21.88 15.71
1791 72.32 43.22 147.17 21.21 15.85
1792 72.24 58.09 112.75 25.69 16.45
1793 72.22 66.00 114.82 25.35 16.89
1794 72.33 29.07 120.80 19.68 15.39
1795 72.34 84.64 73.38 12.99 9.51
1796 72.25 9.50 81.28 12.04 11.26
1797 72.32 34.30 110.75 21.24 15.13
1798 72.42 41.26 127.61 19.92 14.74
1799 72.32 48.38 125.36 21.89 15.19
1800 72.47 55.88 111.44 22.37 15.53
1801 72.53 27.07 122.36 18.47 13.09
1802 72.46 69.87 121.85 22.12 14.51
1803 72.43 73.65 116.62 18.12 14.42
1804 72.51 12.73 85.79 11.65 11.00
1805 72.56 20.59 106.05 16.29 13.96
1806 72.60 63.50 101.69 21.46 14.51
1807 72.60 81.44 102.42 15.68 11.19
1808 72.75 38.93 145.01 20.70 15.30
1809 72.73 52.84 126.63 21.98 15.49
1810 72.80 77.44 102.21 15.36 13.72
1811 72.84 15.38 95.63 13.67 11.92
1812 72.90 50.87 149.53 21.36 15.74
1813 72.89 60.03 106.38 22.11 15.68
1814 73.08 67.26 102.42 20.32 15.03
1815 73.13 22.91 117.13 16.27 13.95
1816 73.13 46.85 152.85 24.00 15.85
1817 73.24 30.20 121.19 18.94 13.65
1818 73.19 25.50 125.97 16.81 14.88
1819 73.24 32.98 129.16 19.23 15.36
1820 73.29 71.63 108.15 18.07 14.91
1821 73.34 8.51 53.96 8.96 7.34
1822 73.30 11.06 74.40 11.46 9.83
1823 73.22 44.51 155.29 20.70 15.59
1824 73.36 35.29 148.38 18.90 15.89
1825 73.32 49.12 160.86 20.26 15.74
1826 73.25 58.21 122.22 21.84 16.74
1827 73.38 54.53 140.32 20.99 15.46
1828 73.34 65.18 96.39 21.48 14.91
1829 73.40 61.74 101.62 19.86 16.25
1830 73.50 37.56 153.61 20.67 15.72
1831 73.50 40.76 147.84 19.87 15.25
1832 73.56 69.13 98.46 17.99 14.61
1833 73.64 19.22 101.70 14.29 13.07
1834 73.60 74.12 91.97 15.13 14.39
1835 73.64 83.44 75.46 11.27 10.48
1836 73.78 16.65 91.97 12.52 12.30
1837 73.64 56.59 143.53 21.44 17.74
1838 73.81 13.73 82.50 11.66 10.92
1839 73.80 80.55 91.26 12.33 11.22
1840 73.82 52.35 154.94 20.36 16.06
1841 73.92 27.10 126.60 16.23 14.17
1842 73.95 63.40 95.58 19.55 15.55
1843 73.98 77.54 93.91 13.21 13.12
1844 74.26 21.19 98.69 14.83 13.56
1845 74.14 43.66 144.52 20.41 16.12
1846 74.17 24.06 116.60 15.66 13.79
1847 74.11 59.60 137.41 19.52 14.95
1848 74.12 31.67 149.13 17.78 14.47
1849 74.22 46.19 160.47 21.95 15.37
1850 74.31 48.49 164.68 19.58 14.92
1851 74.37 41.59 151.00 18.46 15.83
1852 74.40 36.35 155.36 19.57 15.09
1853 74.43 38.86 144.03 19.23 15.96
1854 74.48 50.71 175.09 18.44 14.51
1855 74.40 65.92 89.56 19.69 14.39
1856 74.43 70.54 89.91 16.28 13.93
1857 74.48 55.20 181.99 20.26 15.58
1858 74.64 67.91 91.37 18.09 14.27
1859 74.62 11.58 67.40 10.36 8.46
1860 74.70 28.42 116.04 16.35 13.46
1861 74.64 33.84 144.18 18.18 15.72
1862 74.66 57.65 170.17 19.05 13.50
1863 74.63 61.40 123.18 19.50 14.90
1864 74.57 75.09 80.25 15.14 12.93
1865 74.79 53.11 178.88 19.47 14.94
1866 74.80 17.74 82.48 12.55 12.42
1867 74.97 30.80 116.74 17.33 14.73
1868 74.97 63.97 112.16 17.23 15.53
1869 75.03 72.73 96.88 16.20 15.52
1870 75.11 82.78 70.46 9.86 9.45
1871 74.90 15.19 69.94 10.69 12.19
1872 75.08 25.55 107.50 16.88 15.59
1873 75.12 79.31 80.21 10.85 11.76
1874 75.20 13.99 75.55 11.33 11.85
1875 75.12 44.87 142.78 20.20 15.00
1876 75.26 22.52 85.60 14.53 13.25
1877 75.30 40.35 125.10 19.41 15.45
1878 75.28 47.30 172.00 19.58 14.62
1879 75.34 42.78 129.36 21.26 15.00
1880 75.38 59.15 165.04 19.81 14.65
1881 75.41 35.65 140.66 17.60 14.16
1882 75.31 19.71 70.63 12.49 12.05
1883 75.48 49.59 170.23 19.48 16.83
1884 75.45 55.97 177.02 18.80 14.64
1885 75.65 37.93 116.82 19.39 14.50
1886 75.53 69.92 101.41 15.99 14.25
1887 75.63 62.32 151.52 18.23 15.17
1888 75.66 65.94 113.10 17.51 14.38
1889 75.66 51.70 156.49 18.38 14.97
1890 75.66 75.93 80.55 11.88 12.64
1891 75.77 33.28 121.00 18.74 14.95
1892 75.75 53.93 162.53 19.65 14.73
1893 75.94 29.20 86.68 16.93 14.28
1894 75.88 16.19 63.13 12.31 11.67
1895 76.04 26.83 76.95 16.29 13.22
1896 76.03 12.07 55.37 9.77 9.03
1897 75.90 18.50 63.25 11.48 12.72
1898 76.17 60.71 159.22 18.38 14.82
1899 76.10 67.99 103.39 16.95 13.40
1900 76.10 45.81 142.75 19.38 15.24
1901 76.20 57.36 172.24 19.26 16.15
1902 76.28 24.32 65.52 14.77 12.57
1903 76.25 31.36 84.91 17.33 13.90
1904 76.30 73.70 91.45 12.85 12.62
1905 76.22 21.22 66.98 14.01 13.32
1906 76.36 39.79 111.25 20.49 15.19
1907 76.34 63.96 140.63 16.70 13.90
1908 76.37 78.46 79.73 10.15 10.39
1909 76.39 81.70 68.81 9.41 9.38
1910 76.36 42.48 108.55 18.62 15.18
1911 76.39 48.59 143.49 18.55 15.06
1912 76.47 35.87 98.29 17.81 15.07
1913 76.62 14.32 47.13 10.02 9.32
1914 76.55 55.38 149.44 18.13 14.29
1915 76.60 71.17 105.33 13.60 13.06
1916 76.68 50.73 138.71 18.35 14.79
1917 76.74 59.02 168.41 19.35 16.21
1918 76.77 53.19 132.82 19.73 15.44
1919 76.89 44.48 92.47 19.97 15.39
1920 76.92 33.84 82.03 17.44 14.25
1921 77.01 37.81 83.60 18.38 14.78
1922 76.98 65.77 143.84 15.70 14.54
1923 77.03 17.35 45.89 11.32 11.97
1924 77.05 46.92 120.23 20.30 14.75
1925 77.17 27.63 64.95 14.81 13.38
1926 77.18 19.74 48.78 12.41 12.80
1927 77.19 22.62 56.98 13.81 12.54
1928 77.24 62.86 154.05 15.58 14.58
1929 77.17 68.86 142.08 14.15 13.64
1930 77.28 29.79 67.37 15.57 14.17
1931 77.26 41.00 91.77 19.05 14.43
1932 77.27 76.20 85.30 11.44 11.77
1933 77.30 12.06 36.46 9.55 8.97
1934 77.41 25.49 58.61 15.33 13.93
1935 77.43 31.91 63.92 18.11 14.29
1936 77.46 80.05 84.31 8.32 9.74
1937 77.49 55.87 139.52 18.07 14.99
1938 77.61 60.63 150.62 16.80 14.89
1939 77.42 77.86 92.72 9.28 9.88
1940 77.68 49.15 109.11 17.99 14.72
1941 77.61 74.07 98.95 11.29 12.98
1942 77.57 51.70 115.25 17.21 14.38
1943 77.64 35.89 71.05 17.48 14.37
1944 77.71 42.79 79.88 17.75 15.17
1945 77.63 58.23 158.64 17.67 14.56
1946 77.80 15.37 39.34 9.51 9.95
1947 77.69 82.70 60.01 7.25 7.99
1948 77.87 39.22 77.21 17.79 14.13
1949 77.92 71.11 132.66 12.17 12.47
1950 77.66 13.73 35.60 8.53 9.27
1951 78.00 53.79 118.95 17.40 14.47
1952 78.01 66.91 155.66 14.41 12.99
1953 78.06 44.68 76.62 18.46 15.12
1954 78.07 46.93 93.67 19.65 16.32
1955 77.91 12.55 32.20 8.40 6.50
1956 78.17 33.41 63.56 17.68 14.99
1957 78.29 64.69 150.04 14.98 13.42
1958 78.21 22.48 49.18 13.91 13.60
1959 78.25 19.41 47.34 11.62 12.08
1960 78.42 27.61 59.36 14.50 13.73
1961 78.43 62.45 144.66 14.78 14.48
1962 78.46 30.19 56.66 15.96 12.52
1963 78.53 37.59 67.52 17.55 14.36
1964 78.50 56.39 131.27 18.49 13.78
1965 78.66 16.79 40.84 10.52 11.07
1966 78.49 25.06 55.58 14.79 13.67
1967 78.48 50.94 84.48 18.45 13.41
1968 78.51 41.16 71.51 17.97 15.40
1969 78.65 79.58 84.27 8.20 8.86
1970 78.76 68.90 148.46 13.41 12.89
1971 78.70 35.20 66.31 17.04 15.03
1972 78.79 13.41 33.91 9.59 9.17
1973 78.78 58.52 117.82 17.93 14.59
1974 78.86 72.62 123.02 11.48 12.36
1975 79.06 75.37 103.36 9.60 11.06
1976 78.99 49.08 85.18 18.07 14.11
1977 78.99 60.66 129.86 16.79 14.44
1978 79.03 52.71 76.44 16.61 14.24
1979 79.10 43.04 68.41 19.55 14.14
1980 79.09 47.02 80.79 17.60 15.16
1981 79.06 32.41 67.57 16.82 13.75
1982 79.13 44.98 73.15 17.16 14.35
1983 79.19 20.60 57.33 12.84 11.69
1984 79.17 39.61 68.65 17.88 13.52
1985 79.33 54.78 99.23 18.15 14.58
1986 79.31 66.39 131.87 13.75 13.14
1987 79.43 77.68 95.52 8.30 9.59
1988 79.40 23.36 59.34 13.34 12.33
1989 79.44 26.29 68.95 15.64 13.55
1990 79.47 63.81 119.69 15.69 13.85
1991 79.53 30.14 87.85 16.64 13.14
1992 79.57 36.65 74.40 16.88 13.71
1993 79.75 15.22 47.92 10.32 9.86
1994 79.74 18.11 52.98 10.20 10.91
1995 79.64 51.01 61.93 16.12 14.05
1996 79.74 57.00 93.33 16.94 13.82
1997 79.70 34.35 92.14 17.38 12.96
1998 79.81 41.44 78.22 18.37 14.13
1999 79.84 70.19 115.88 12.01 12.17
2000 80.08 28.20 91.38 14.44 13.85
2001 80.00 59.14 86.01 16.59 14.19
2002 80.03 38.72 83.58 17.66 12.82
2003 80.17 61.86 99.90 15.14 14.82
2004 80.23 53.10 65.27 16.15 13.76
2005 80.23 73.25 117.15 10.59 11.66
2006 80.22 32.02 117.04 16.06 13.41
2007 80.16 47.08 76.21 17.78 15.19
2008 80.22 49.11 69.81 17.66 13.72
2009 80.19 44.90 80.83 17.46 14.23
2010 80.38 20.44 88.46 11.85 12.53
2011 80.45 79.43 86.21 7.24 8.78
2012 80.42 67.35 98.91 12.61 13.12
2013 80.46 23.51 94.29 13.82 11.53
2014 80.64 42.90 96.48 17.39 13.97
2015 80.55 55.25 69.04 17.42 13.14
2016 80.63 64.52 84.26 13.40 12.25
2017 80.66 25.93 101.54 13.58 12.32
2018 80.82 76.20 89.62 8.05 10.18
2019 80.69 36.35 117.40 18.46 14.28
2020 80.87 51.30 72.00 16.71 13.48
2021 80.81 34.08 135.56 14.81 13.71
2022 80.85 40.78 112.08 17.63 14.06
2023 80.93 17.57 77.96 10.10 11.41
2024 80.97 29.67 114.06 15.49 13.97
2025 81.02 57.51 61.38 15.65 14.55
2026 80.97 14.80 67.68 10.32 9.87
2027 81.04 60.11 71.43 15.94 12.79
2028 80.93 69.75 84.98 10.68 12.09
2029 81.08 38.45 132.90 17.00 14.90
2030 81.25 46.92 91.52 17.74 14.19
2031 81.24 44.78 107.76 17.74 14.27
2032 81.37 21.35 106.96 11.32 12.57
2033 81.31 49.13 87.34 17.21 13.24
2034 81.47 73.09 92.80 10.56 11.80
2035 81.36 31.90 141.75 16.32 14.82
2036 81.53 27.43 132.81 14.16 12.77
2037 81.54 53.43 67.07 16.54 14.27
2038 81.38 62.70 64.82 14.82 13.24
2039 81.38 70.73 76.85 11.02 11.71
2040 81.64 67.77 68.22 11.84 11.80
2041 81.67 24.22 117.60 13.20 13.11
2042 81.66 55.72 67.34 17.08 14.36
2043 81.70 78.65 66.58 6.72 7.42
2044 81.79 42.85 149.85 19.07 14.07
2045 81.84 34.66 164.16 15.97 13.59
2046 81.87 65.03 66.56 13.02 12.77
2047 81.95 36.83 167.64 15.61 13.43
2048 81.86 39.89 175.03 17.17 14.29
2049 81.82 61.78 61.06 14.42 12.42
2050 82.02 18.91 108.79 11.49 10.46
2051 81.83 16.27 88.38 8.91 9.81
2052 82.02 51.48 87.24 18.50 13.08
2053 82.07 58.92 50.12 16.23 13.24
2054 82.25 13.45 83.86 8.16 8.50
2055 82.16 30.45 160.62 15.54 14.63
2056 82.35 75.91 68.52 7.53 8.79
2057 82.21 45.47 155.66 16.21 12.90
2058 82.37 49.52 110.49 17.81 13.24
2059 82.54 47.50 138.69 18.21 14.19
2060 82.38 15.84 101.82 8.08 9.85
2061 82.39 21.70 123.07 11.46 12.11
2062 82.53 32.85 164.69 16.62 13.08
2063 82.62 70.57 53.81 8.71 11.52
2064 82.56 25.90 149.11 14.11 12.49
2065 82.63 41.26 185.75 17.93 14.75
2066 82.71 28.40 170.66 14.46 13.60
2067 82.75 54.99 80.59 15.56 13.81
2068 82.70 57.26 55.68 15.44 13.21
2069 82.78 73.31 55.87 8.15 10.65
2070 82.82 63.37 49.94 12.62 13.04
2071 82.78 60.63 49.45 13.92 12.50
2072 82.76 38.45 205.17 19.62 14.58
2073 82.77 67.66 52.26 11.32 11.87
2074 82.95 43.53 179.07 17.19 14.32
2075 82.93 52.77 100.10 14.95 12.72
2076 83.08 23.54 155.11 12.82 12.34
2077 82.99 35.39 194.55 17.21 13.69
2078 83.31 19.71 135.40 11.99 12.09
2079 83.40 65.45 49.65 12.39 13.00
2080 83.30 31.27 174.72 15.97 13.59
2081 83.38 45.51 191.61 16.57 13.43
2082 83.33 50.13 137.40 16.72 13.10
2083 83.49 14.87 98.14 8.92 9.42
2084 83.37 17.27 120.04 11.08 10.53
2085 83.71 58.99 52.00 14.52 12.29
2086 83.66 37.12 198.23 17.57 13.45
2087 83.71 39.73 204.99 18.27 12.88
2088 83.72 26.48 188.87 14.83 12.73
2089 83.75 47.82 172.63 16.07 13.30
2090 83.76 33.63 184.52 15.44 13.04
2091 83.83 29.24 182.96 15.94 14.06
2092 83.76 41.79 186.05 17.49 14.87
2093 83.94 21.49 147.99 11.94 12.05
2094 83.85 56.61 80.62 15.31 13.45
2095 83.83 61.77 50.76 12.59 12.80
2096 83.78 68.58 43.11 10.37 11.61
2097 83.93 72.09 38.59 8.27 9.68
2098 83.97 51.99 128.78 15.79 13.23
2099 83.96 54.30 105.13 15.21 13.85
2100 84.08 69.98 41.19 8.08 10.79
2101 84.38 43.37 191.07 16.93 13.63
2102 84.43 23.81 159.83 12.40 12.52
2103 84.46 35.85 198.80 16.74 13.79
2104 84.48 63.88 51.20 11.98 12.02
2105 84.47 66.89 46.27 10.86 10.68
2106 84.40 17.63 108.38 8.72 9.25
2107 84.50 49.97 162.42 17.05 14.35
2108 84.47 31.17 182.12 15.30 13.80
2109 84.43 45.80 191.50 17.39 13.71
2110 84.59 38.58 203.15 16.72 14.83
2111 84.69 27.43 178.60 15.25 12.78
2112 84.87 60.31 67.21 12.84 11.72
2113 84.87 33.18 180.60 15.58 14.01
2114 84.84 41.07 194.96 18.44 15.31
2115 84.92 57.45 92.50 14.38 12.59
2116 85.07 54.90 134.08 14.88 12.07
2117 85.11 48.11 191.69 15.89 12.95
2118 85.09 72.43 29.39 7.45 9.15
2119 85.12 52.49 150.15 14.79 12.34
2120 85.08 20.97 119.67 10.31 10.66
2121 85.25 29.25 168.96 15.26 13.62
2122 85.32 25.34 150.45 11.90 12.96
2123 85.33 69.84 36.86 8.28 10.05
2124 85.55 16.29 88.00 8.56 7.80
2125 85.44 35.02 196.89 17.53 14.03
2126 85.42 43.86 209.88 18.18 14.52
2127 85.49 46.11 210.57 15.89 13.03
2128 85.58 62.58 72.22 11.50 11.92
2129 85.45 65.80 57.43 10.77 11.30
2130 85.29 73.71 27.31 6.31 8.00
2131 85.67 18.80 110.35 9.83 9.18
2132 85.53 37.97 191.40 16.00 13.85
2133 85.73 50.23 167.41 15.14 13.68
2134 85.77 31.30 138.03 13.68 11.57
2135 85.90 22.88 117.97 11.08 11.00
2136 85.82 40.30 198.55 18.12 13.12
2137 85.89 58.86 94.17 13.75 13.48
2138 86.13 27.39 135.75 13.28 12.72
2139 86.30 42.38 208.57 17.83 14.07
2140 86.13 56.46 120.03 13.94 12.23
2141 86.14 53.87 143.35 15.32 13.04
2142 86.39 68.19 42.62 8.23 9.63
2143 86.28 36.26 190.47 16.70 13.73
2144 86.24 33.43 151.24 16.61 13.36
2145 86.35 47.88 194.06 16.48 13.84
2146 86.50 60.93 99.76 12.25 11.95
2147 86.43 64.82 66.06 10.74 11.48
2148 86.52 71.57 29.83 6.75 8.21
2149 86.42 44.97 198.28 16.90 13.03
2150 86.50 51.69 155.89 14.99 12.15
2151 86.63 20.37 81.97 10.77 9.70
2152 86.60 24.86 110.44 12.63 12.07
2153 86.78 29.36 111.23 13.75 12.85
2154 86.80 38.22 172.22 17.14 13.92
2155 86.99 40.46 182.84 16.29 14.38
2156 87.11 58.83 130.01 12.16 11.69
2157 87.04 31.58 104.89 15.16 13.04
2158 87.27 22.11 68.75 10.96 12.25
2159 87.17 49.71 168.32 14.65 12.83
2160 87.30 63.10 95.64 10.70 10.92
2161 87.28 34.09 116.89 15.08 13.55
2162 87.19 54.27 152.66 15.32 12.44
2163 87.25 43.62 197.41 16.61 14.94
2164 87.32 46.40 166.19 17.08 12.46
2165 87.40 56.73 142.00 12.79 10.95
2166 87.49 70.08 41.93 6.94 7.61
2167 87.44 27.30 90.35 12.89 12.48
2168 87.53 36.31 142.24 16.16 12.90
2169 87.63 65.79 78.91 9.58 10.29
2170 87.70 52.01 160.74 15.01 12.70
2171 87.68 24.73 73.14 12.20 12.09
2172 88.06 60.82 127.81 11.00 11.39
2173 87.98 30.06 76.69 12.82 12.56
2174 87.96 38.51 133.75 14.08 14.03
2175 87.94 48.28 165.96 15.12 13.49
2176 88.04 40.76 155.32 15.84 14.49
2177 88.19 67.75 64.55 7.42 9.00
2178 88.22 42.97 144.49 16.52 13.39
2179 88.30 32.23 72.05 14.11 12.60
2180 88.36 45.25 136.60 14.69 11.92
2181 88.31 55.10 159.93 12.72 12.48
2182 88.41 34.61 82.03 15.10 13.30
2183 88.45 58.51 131.26 12.11 11.94
2184 88.53 21.53 37.56 9.44 10.52
2185 88.55 27.03 49.63 13.07 11.75
2186 88.61 63.47 127.19 9.27 10.76
2187 88.70 50.18 143.88 14.47 12.32
2188 88.75 24.47 44.74 11.57 11.04
2189 88.78 52.71 136.38 13.04 12.49
2190 88.80 36.76 84.80 14.80 13.15
2191 88.91 47.48 125.10 14.74 12.84
2192 89.03 29.10 48.96 13.37 11.87
2193 89.19 39.02 89.51 14.23 13.16
2194 89.14 41.24 107.87 15.60 12.99
2195 89.26 56.97 148.87 12.63 11.65
2196 89.38 65.70 100.27 8.67 9.67
2197 89.43 68.35 65.38 7.22 8.20
2198 89.39 43.47 88.50 15.31 12.58
2199 89.62 62.14 131.35 10.25 10.21
2200 89.57 54.56 135.18 12.79 11.67
2201 89.55 22.72 28.92 9.53 10.06
2202 89.65 45.59 79.59 14.66 12.03
2203 89.64 59.45 140.62 11.54 11.32
2204 89.65 25.90 32.49 11.20 11.01
2205 89.88 34.72 44.22 14.01 12.24
2206 89.93 50.23 102.64 12.82 12.33
2207 90.04 52.52 106.78 13.11 12.07
2208 89.96 37.01 51.71 13.67 13.23
2209 89.90 28.00 29.63 11.63 11.84
2210 90.05 47.87 93.64 14.18 12.85
2211 90.20 41.45 62.14 13.73 12.51
2212 90.52 39.32 47.62 14.66 11.81
2213 90.38 24.07 24.45 9.78 10.35
2214 90.48 56.52 120.71 11.93 11.37
2215 90.53 32.21 31.29 12.81 12.78
2216 90.71 64.09 102.53 8.04 8.67
2217 90.58 66.83 80.78 6.49 7.81
