#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ms12 14A 4 even-skipped Kruppel bicoid

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - bcd>
2218 90.71 29.61 28.38 11.83 11.43
2219 90.77 61.20 121.48 8.88 10.69
2220 90.67 45.21 49.07 13.54 12.33
2221 90.91 42.95 44.84 14.76 12.26
2222 91.06 58.81 117.06 10.20 11.02
2223 91.06 36.63 34.09 13.43 12.20
2224 91.15 54.24 87.38 11.29 11.56
2225 90.92 25.02 23.83 9.00 10.37
2226 91.16 51.20 75.42 12.36 12.12
2227 91.14 47.80 57.47 13.41 12.36
2228 91.29 34.42 28.60 12.41 12.59
2229 91.29 26.79 26.70 9.76 10.72
2230 91.58 40.70 35.16 13.78 12.70
2231 91.69 31.91 26.52 12.79 11.50
2232 91.82 38.28 32.12 13.30 12.01
2233 91.67 45.48 34.90 13.74 12.11
2234 91.75 29.40 23.27 11.99 11.01
2235 91.89 56.80 74.17 10.23 10.88
2236 92.09 49.88 42.21 12.68 12.62
2237 92.06 64.61 83.78 7.27 7.83
2238 91.90 61.54 95.06 8.19 9.44
2239 91.96 43.13 33.72 13.49 12.38
2240 92.24 52.83 50.51 11.14 11.66
2241 92.21 36.04 28.90 12.10 12.90
2242 92.41 59.07 72.66 8.14 9.96
2243 92.40 47.18 33.96 13.00 12.88
2244 92.41 27.27 22.51 9.45 10.92
2245 92.54 33.96 27.89 13.00 11.46
2246 92.58 54.78 49.22 11.27 10.51
2247 92.70 39.55 25.72 12.94 12.98
2248 92.82 31.78 26.03 11.35 11.67
2249 92.94 44.48 29.66 13.94 11.75
2250 93.08 41.92 25.51 13.07 13.14
2251 93.03 62.38 66.87 7.26 7.95
2252 93.15 29.15 22.49 9.84 10.97
2253 93.20 36.59 24.83 11.33 11.65
2254 93.30 57.05 43.40 9.28 9.77
2255 93.65 60.02 47.97 7.47 8.19
2256 93.72 38.98 24.86 13.09 12.41
2257 93.68 46.58 25.09 12.51 12.06
2258 93.73 33.84 25.64 10.45 11.51
2259 93.62 54.31 27.35 9.57 11.06
2260 93.95 49.36 23.74 11.31 11.81
2261 94.01 44.06 23.18 12.61 12.12
2262 94.09 29.04 19.14 9.68 8.78
2263 94.25 36.32 25.26 11.73 12.29
2264 94.33 41.42 22.41 12.12 11.69
2265 94.15 52.97 23.40 8.88 9.48
2266 94.49 55.90 22.14 8.10 9.46
2267 94.51 50.64 23.38 10.54 11.09
2268 94.76 31.46 19.96 10.53 10.35
2269 94.52 47.27 22.90 9.15 8.55
2270 94.95 38.62 22.29 11.47 11.46
2271 94.96 33.92 20.28 11.15 10.15
2272 94.79 53.28 20.67 7.87 9.77
2273 94.83 45.89 22.04 11.54 11.58
2274 95.05 43.25 23.37 10.54 11.01
2275 95.20 48.27 22.16 11.50 11.62
2276 95.12 51.59 20.12 10.67 9.50
2277 95.28 40.73 19.29 9.95 11.19
2278 95.44 37.74 22.50 9.50 9.75
2279 95.48 43.94 21.62 10.08 10.62
2280 95.89 35.99 24.16 10.77 11.24
2281 95.79 46.66 18.71 9.57 11.06
2282 95.72 51.43 16.69 9.26 11.28
2283 95.83 53.80 17.05 7.89 9.54
2284 95.79 45.13 21.54 9.60 9.14
2285 96.06 33.40 19.48 9.95 9.15
2286 95.92 41.25 19.71 9.85 11.29
2287 96.17 49.26 19.21 8.61 9.86
2288 96.25 38.12 22.16 9.40 10.40
2289 96.40 43.28 19.34 9.50 10.52
2290 96.34 39.71 18.53 9.56 10.11
2291 97.14 36.67 17.54 8.49 9.67
2292 97.10 40.74 17.67 8.61 9.98
2293 97.08 49.11 18.78 8.41 9.48
2294 97.41 38.40 19.64 8.80 9.89
2295 97.32 46.28 17.97 8.66 9.52
2296 97.34 44.22 17.76 9.51 9.91
2297 98.14 44.11 13.75 6.67 9.14
2298 98.43 42.11 15.94 7.68 8.18

