#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
mu12 14A 4 Kruppel even-skipped fushi-tarazu

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - Kr, channel 2 - eve, channel 3 - ftz>
1219 51.45 71.78 202.45 85.17 90.46
1220 51.46 74.25 200.66 76.39 88.53
1221 51.56 26.83 165.08 50.42 81.51
1222 51.46 92.37 71.17 32.79 33.83
1223 51.56 58.55 204.86 76.05 117.52
1224 51.67 22.78 146.12 40.78 59.30
1225 51.90 88.20 128.19 43.40 71.89
1226 51.68 35.89 187.02 59.00 98.69
1227 51.81 67.44 206.16 88.24 116.38
1228 51.77 81.94 162.49 58.39 87.96
1229 51.80 46.62 205.99 71.23 113.04
1230 51.88 42.80 194.38 66.47 116.30
1231 52.01 61.68 202.81 76.41 127.23
1232 51.97 29.17 168.74 44.62 84.82
1233 52.01 56.15 209.19 63.49 142.78
1234 52.10 20.21 133.78 28.19 68.96
1235 52.09 31.63 182.56 39.60 89.38
1236 52.30 17.52 117.85 22.41 58.50
1237 52.24 11.33 56.72 14.86 33.55
1238 52.31 24.91 149.60 30.36 70.65
1239 52.17 76.56 186.06 46.17 103.20
1240 52.11 5.31 11.64 3.66 9.39
1241 52.22 7.02 18.23 6.00 12.11
1242 52.26 33.90 181.74 33.49 91.26
1243 52.24 51.39 208.63 55.77 120.73
1244 52.23 54.00 208.72 52.64 115.77
1245 52.32 59.82 211.80 64.73 127.82
1246 52.40 94.27 35.19 9.59 21.17
1247 52.34 14.20 107.20 18.77 44.67
1248 52.38 38.05 180.60 40.62 82.00
1249 52.33 40.52 192.62 44.59 104.52
1250 52.36 70.29 203.01 53.96 117.40
1251 52.43 44.64 199.98 50.70 112.89
1252 52.39 48.95 202.99 58.17 104.38
1253 52.50 85.14 140.62 36.45 90.24
1254 52.46 90.79 91.83 22.91 63.42
1255 52.54 65.58 201.16 53.90 112.45
1256 52.45 79.67 171.16 40.11 92.29
1257 52.51 73.29 199.68 42.35 107.72
1258 52.77 8.91 27.88 6.98 17.64
1259 52.66 63.32 197.54 45.01 127.07
1260 52.85 27.56 167.42 31.38 71.55
1261 52.96 35.91 175.51 31.15 79.38
1262 52.95 57.14 205.96 40.95 137.42
1263 52.93 46.75 201.67 40.77 102.83
1264 52.98 68.05 197.16 42.98 103.95
1265 52.97 82.62 165.04 32.65 84.47
1266 53.04 21.79 136.74 22.35 52.97
1267 53.11 30.90 169.42 30.49 68.30
1268 53.22 42.40 186.22 34.19 83.82
1269 53.10 7.16 16.70 4.00 14.23
1270 53.26 53.02 211.76 41.50 119.39
1271 53.29 55.14 209.01 39.29 127.28
1272 53.27 75.73 194.12 32.90 103.38
1273 53.33 58.98 199.11 42.93 130.32
1274 53.27 50.61 196.80 43.52 110.92
1275 53.55 87.11 130.10 23.13 82.54
1276 53.37 33.54 177.94 30.91 75.75
1277 53.39 78.48 183.49 29.25 99.48
1278 53.36 40.00 184.80 29.21 75.96
1279 53.39 61.34 205.72 38.15 109.63
1280 53.58 89.87 111.70 17.72 75.92
1281 53.51 13.36 95.59 18.51 36.87
1282 53.44 5.90 12.89 3.24 8.63
1283 53.62 10.54 52.87 12.43 21.62
1284 53.56 16.26 113.38 19.95 43.25
1285 53.57 18.97 126.46 18.77 47.02
1286 53.53 70.58 197.91 34.03 112.44
1287 53.59 92.91 60.38 11.69 36.78
1288 53.53 45.06 197.57 37.30 91.04
1289 53.52 72.83 198.60 37.51 106.65
1290 53.52 25.32 153.18 29.08 55.16
1291 53.67 29.03 166.31 30.10 54.33
1292 53.65 48.30 202.27 46.44 85.13
1293 53.71 63.98 192.82 33.33 91.92
1294 53.69 37.69 171.65 33.49 62.77
1295 53.83 66.37 200.19 40.05 96.86
1296 53.98 81.04 156.38 29.31 76.11
1297 54.03 23.01 144.85 29.92 51.33
1298 53.95 84.43 149.98 24.50 73.58
1299 53.97 8.10 24.98 7.16 11.70
1300 54.20 32.35 177.70 42.78 60.16
1301 54.20 68.82 202.91 47.80 76.06
1302 54.24 43.85 193.66 47.51 67.35
1303 54.25 35.46 171.28 47.00 51.44
1304 54.37 52.32 199.35 64.08 81.52
1305 54.31 56.93 198.60 50.46 85.05
1306 54.34 74.58 195.08 39.63 66.68
1307 54.45 27.38 147.46 55.51 39.58
1308 54.41 46.56 195.97 70.57 62.61
1309 54.36 50.05 193.14 66.92 71.35
1310 54.40 54.60 200.39 49.94 82.16
1311 54.42 62.01 202.93 54.80 79.69
1312 54.44 77.75 180.74 32.30 74.10
1313 54.36 6.89 15.81 6.69 14.12
1314 54.42 39.54 183.84 50.84 51.59
1315 54.56 41.63 186.36 61.30 55.90
1316 54.59 20.77 125.63 34.21 38.48
1317 54.43 59.13 198.38 55.79 72.52
1318 54.69 30.34 162.08 62.20 47.48
1319 54.76 72.19 190.77 65.20 57.67
1320 54.68 12.10 73.35 31.93 21.88
1321 54.75 14.99 94.43 33.20 28.07
1322 54.76 94.41 34.31 9.82 14.11
1323 54.86 91.46 79.37 19.55 32.08
1324 54.76 25.05 145.67 57.03 39.44
1325 54.85 88.74 118.92 21.50 47.15
1326 54.94 6.04 12.81 7.19 8.85
1327 54.76 18.13 111.55 39.55 35.27
1328 54.82 64.47 190.21 61.89 66.66
1329 54.96 37.49 167.05 65.68 43.82
1330 55.01 9.37 30.94 18.61 11.69
1331 55.05 82.33 159.90 36.61 55.83
1332 55.22 85.56 135.99 30.46 53.28
1333 55.12 33.74 165.70 87.46 39.75
1334 55.14 48.36 185.45 101.42 58.02
1335 55.01 67.18 196.90 75.17 58.06
1336 55.21 60.57 185.16 90.91 67.57
1337 55.21 70.08 195.91 87.81 51.28
1338 55.23 76.27 184.09 51.05 48.71
1339 55.38 79.64 163.53 46.46 47.89
1340 55.30 43.45 181.59 105.32 53.94
1341 55.06 83.65 153.92 34.54 71.92
1342 55.41 51.02 189.96 115.23 58.52
1343 55.51 22.57 117.24 68.06 33.97
1344 55.52 45.64 176.55 123.92 50.68
1345 55.45 53.57 192.87 105.31 54.56
1346 55.43 55.93 182.51 114.38 55.36
1347 55.50 28.86 144.19 82.99 38.03
1348 55.62 35.62 160.42 99.31 38.35
1349 55.49 39.59 166.86 107.68 43.88
1350 55.58 58.38 188.73 91.20 54.12
1351 55.68 31.98 152.28 96.18 40.36
1352 55.90 7.41 18.47 16.78 8.36
1353 55.66 62.88 180.99 123.61 52.76
1354 55.83 74.15 183.95 84.41 41.35
1355 55.84 16.50 93.88 71.26 28.78
1356 55.98 11.84 42.94 47.71 15.29
1357 55.80 19.49 108.41 78.62 31.26
1358 55.80 25.28 125.47 86.99 33.73
1359 55.81 65.86 186.14 110.85 47.99
1360 55.80 10.24 24.09 40.44 15.20
1361 55.91 93.04 45.25 24.13 15.37
1362 55.99 41.42 158.97 115.18 43.92
1363 56.01 88.24 125.01 43.86 33.47
1364 56.05 13.77 78.70 56.12 23.93
1365 56.14 68.75 173.55 106.64 45.14
1366 56.11 71.99 181.63 99.79 41.43
1367 56.31 37.39 142.50 102.89 44.94
1368 56.30 47.40 163.24 137.98 53.01
1369 56.27 27.46 132.68 83.40 39.45
1370 56.32 76.62 159.08 82.85 36.10
1371 56.28 82.79 136.83 75.71 35.17
1372 56.29 49.65 175.10 125.14 48.18
1373 56.29 60.84 175.92 149.02 50.32
1374 56.46 90.78 58.84 44.86 21.22
1375 56.42 52.08 176.85 121.61 49.91
1376 56.46 30.38 131.94 85.07 39.08
1377 56.49 43.47 149.95 126.52 45.41
1378 56.47 54.49 177.96 144.38 56.01
1379 56.53 56.85 163.77 153.80 46.15
1380 56.69 9.73 23.91 32.16 12.28
1381 56.68 64.49 170.62 144.99 49.58
1382 56.63 79.56 140.38 86.67 40.35
1383 56.64 85.73 126.55 78.76 35.33
1384 56.72 39.51 134.64 112.77 42.52
1385 56.74 21.01 97.16 75.17 36.26
1386 56.79 23.40 108.65 80.88 36.25
1387 56.78 35.03 134.98 98.71 46.24
1388 56.85 33.01 132.77 80.85 44.15
1389 56.90 45.63 147.68 104.77 52.80
1390 56.89 59.12 148.19 153.42 49.28
1391 56.92 66.77 180.62 139.32 45.88
1392 56.97 62.61 173.18 152.10 45.88
1393 56.98 18.12 86.85 79.13 29.38
1394 56.98 71.00 176.08 117.47 47.36
1395 57.11 15.08 84.36 67.78 29.60
1396 57.07 25.88 115.61 73.20 36.24
1397 57.07 6.83 10.80 12.19 7.53
1398 57.25 73.85 157.34 110.40 39.30
1399 57.22 93.37 33.24 32.02 11.32
1400 57.35 41.56 139.95 92.29 57.02
1401 57.36 12.29 44.01 43.21 16.10
1402 57.36 81.63 145.46 113.25 40.16
1403 57.32 88.51 101.55 79.04 26.10
1404 57.36 28.42 111.55 60.17 49.19
1405 57.29 50.21 147.52 94.28 54.69
1406 57.42 95.28 15.84 16.80 7.84
1407 57.44 52.99 155.39 123.75 51.19
1408 57.35 77.21 150.73 98.65 39.74
1409 57.52 47.97 146.17 81.39 58.67
1410 57.52 68.77 159.24 110.97 42.51
1411 57.53 31.04 115.27 58.16 54.29
1412 57.52 37.05 115.08 72.32 51.29
1413 57.48 55.33 151.40 118.75 52.65
1414 57.66 61.25 156.05 143.76 53.69
1415 57.76 84.11 116.86 108.76 35.70
1416 57.65 43.73 133.39 77.86 69.88
1417 57.72 57.49 144.95 123.60 56.38
1418 58.07 91.36 46.71 69.72 19.45
1419 57.67 5.35 7.79 5.15 8.13
1420 57.86 19.82 80.91 46.34 36.05
1421 57.87 39.29 109.92 66.94 50.67
1422 57.86 10.01 23.97 22.11 14.44
1423 58.07 22.26 81.38 42.69 35.38
1424 58.02 24.61 87.65 50.07 39.52
1425 58.03 35.00 105.15 49.73 53.23
1426 58.05 63.91 145.92 109.93 56.98
1427 58.03 66.06 158.36 94.23 50.67
1428 58.09 45.76 120.32 65.42 58.25
1429 58.06 71.25 154.66 107.98 56.59
1430 58.20 32.74 94.65 39.88 58.40
1431 58.28 75.53 140.28 109.81 45.14
1432 58.24 17.18 64.62 39.96 34.68
1433 58.20 59.50 135.32 89.01 57.12
1434 58.36 87.04 93.69 109.19 31.74
1435 58.28 14.32 60.05 35.76 29.38
1436 58.28 51.56 130.67 73.21 59.01
1437 58.40 27.05 82.21 38.67 43.15
1438 58.43 78.19 123.10 85.00 43.28
1439 58.45 80.79 118.23 100.32 46.69
1440 58.45 29.70 86.75 35.47 44.33
1441 58.57 49.46 111.45 55.37 66.62
1442 58.50 93.79 22.97 32.92 8.78
1443 58.50 53.98 128.96 69.85 59.94
1444 58.54 41.71 103.90 53.52 60.07
1445 58.65 73.32 144.89 87.65 52.92
1446 58.59 56.18 127.67 71.40 62.06
1447 58.70 37.57 90.55 42.23 60.62
1448 58.65 68.36 147.81 65.88 64.64
1449 58.88 11.14 28.00 17.88 18.48
1450 58.87 47.41 96.70 47.70 64.70
1451 58.74 7.84 11.34 6.14 9.81
1452 58.78 62.05 131.84 74.78 61.72
1453 58.88 43.88 100.93 46.95 58.20
1454 59.02 89.53 54.85 80.22 25.63
1455 59.03 84.70 98.84 102.05 41.84
1456 59.08 19.39 54.94 28.82 40.74
1457 59.13 39.49 86.09 46.88 60.31
1458 59.06 58.35 112.56 62.34 74.68
1459 59.19 33.83 76.64 37.40 48.52
1460 59.16 70.80 129.60 59.91 78.50
1461 59.13 24.41 58.65 32.52 46.70
1462 59.25 66.18 123.20 53.79 63.32
1463 59.35 21.89 51.66 30.62 43.84
1464 59.36 31.65 64.07 35.48 54.57
1465 59.34 13.23 36.71 21.35 25.97
1466 59.39 63.95 124.28 49.56 74.55
1467 59.35 52.07 98.34 53.10 60.89
1468 59.49 60.39 100.55 50.39 67.15
1469 59.46 16.02 38.27 22.64 37.22
1470 59.51 35.87 64.17 31.83 52.98
1471 59.56 45.81 72.77 41.88 61.58
1472 59.53 76.56 109.30 55.59 51.84
1473 59.55 82.35 99.02 67.13 45.59
1474 59.57 28.92 60.03 26.27 48.27
1475 59.63 26.61 57.82 29.30 44.73
1476 59.60 54.08 90.80 47.28 54.17
1477 59.66 40.95 73.79 42.68 67.42
1478 59.66 79.48 98.66 54.28 53.25
1479 59.72 92.71 28.51 36.64 16.95
1480 59.72 50.16 79.60 44.29 62.73
1481 59.75 87.31 71.05 75.74 37.78
1482 59.75 56.51 98.07 50.85 63.28
1483 59.76 73.92 112.73 50.91 60.81
1484 59.87 68.66 111.03 44.95 71.83
1485 60.14 38.42 54.56 36.26 57.14
1486 60.04 42.96 63.91 38.95 51.97
1487 60.24 18.16 41.57 26.77 35.09
1488 60.17 48.21 66.90 41.08 70.22
1489 59.90 12.67 18.30 10.60 38.90
1490 60.34 58.62 75.60 45.35 77.01
1491 60.21 62.44 93.88 44.82 64.83
1492 60.26 71.42 101.32 42.48 72.48
1493 60.35 23.42 44.51 27.79 42.19
1494 60.39 11.51 21.56 15.45 16.65
1495 60.31 65.57 94.71 40.18 60.08
1496 60.40 33.87 47.87 37.18 47.69
1497 60.07 41.62 42.86 38.86 71.57
1498 60.50 84.76 72.92 45.80 51.71
1499 60.46 89.67 54.90 50.25 37.43
1500 60.36 20.73 42.84 27.63 31.86
1501 60.27 6.87 6.35 3.85 8.03
1502 60.48 30.84 46.84 34.38 52.81
1503 60.62 44.99 50.44 43.18 53.06
1504 60.70 52.67 60.26 46.40 59.77
1505 60.73 54.96 59.79 46.08 70.73
1506 60.54 36.16 54.41 43.74 41.69
1507 60.57 14.21 25.05 16.61 20.86
1508 60.77 78.61 74.90 37.03 50.15
1509 60.69 81.80 75.88 44.05 60.74
1510 60.65 27.72 47.00 29.54 46.66
1511 60.98 60.46 65.49 40.32 62.84
1512 60.72 75.57 82.91 37.83 55.37
1513 60.85 40.79 47.12 45.79 54.17
1514 60.91 50.74 56.03 46.45 59.47
1515 60.88 67.80 85.85 34.66 65.38
1516 60.89 92.16 36.23 28.46 21.50
1517 60.96 57.13 67.59 49.10 71.73
1518 60.92 25.83 37.58 36.90 47.40
1519 61.08 72.91 82.05 37.49 67.05
1520 61.15 87.35 64.58 38.03 40.75
1521 61.05 28.94 24.00 22.94 54.20
1522 60.96 19.86 16.53 15.61 43.75
1523 60.97 32.67 20.59 24.62 53.03
1524 61.13 64.12 69.32 40.06 70.30
1525 61.32 13.09 10.66 11.86 26.79
1526 61.14 46.84 45.37 46.53 54.73
1527 61.15 48.86 46.02 50.94 53.13
1528 61.44 70.18 64.25 33.25 68.53
1529 61.28 22.22 27.80 31.65 37.25
1530 61.54 15.66 21.39 19.34 35.00
1531 61.27 38.03 41.27 51.67 43.47
1532 61.27 42.99 43.41 45.38 51.08
1533 61.30 5.69 3.18 2.90 8.13
1534 61.41 23.84 27.16 39.88 38.71
1535 61.24 30.26 26.56 37.12 48.00
1536 61.61 62.42 58.61 40.42 61.67
1537 61.65 34.01 30.63 52.63 39.69
1538 61.64 66.02 59.72 32.52 60.54
1539 61.61 31.63 27.87 50.25 42.35
1540 61.82 36.01 28.23 65.92 44.83
1541 61.57 88.68 26.33 19.09 59.03
1542 61.39 44.09 29.09 41.00 62.82
1543 61.40 68.57 31.00 24.55 87.91
1544 61.60 10.10 8.00 10.26 13.98
1545 61.73 7.91 4.13 4.31 10.96
1546 61.84 11.63 7.45 9.58 20.13
1547 61.65 19.00 26.92 28.66 35.66
1548 61.73 76.95 61.30 33.39 50.13
1549 61.78 55.90 50.90 55.74 67.27
1550 61.87 82.22 58.56 36.69 66.92
1551 61.78 24.86 21.59 44.28 46.15
1552 61.89 27.04 24.18 53.62 44.18
1553 61.97 52.00 35.86 63.38 52.17
1554 61.90 74.43 65.93 35.15 63.23
1555 62.01 79.55 55.69 31.87 66.17
1556 61.66 92.39 16.22 13.72 27.11
1557 61.82 20.69 17.54 22.87 48.33
1558 61.83 29.59 26.71 45.76 51.09
1559 61.98 53.94 39.54 61.74 57.53
1560 62.00 58.90 50.03 53.75 51.97
1561 62.07 45.17 32.55 56.59 50.01
1562 62.13 49.72 30.27 62.62 59.60
1563 62.00 90.10 38.84 32.95 36.71
1564 62.15 67.82 63.26 40.47 48.65
1565 62.26 42.51 31.41 63.65 56.72
1566 62.39 17.20 19.30 35.30 29.20
1567 62.21 60.85 54.61 56.86 46.79
1568 62.08 91.93 15.73 13.27 36.09
1569 62.41 71.64 50.28 32.45 55.63
1570 62.45 85.62 34.29 29.02 52.92
1571 62.41 93.04 13.27 9.77 16.98
1572 62.52 38.10 27.71 84.03 56.98
1573 62.48 47.68 31.96 64.13 48.23
1574 62.59 22.58 19.00 57.43 36.42
1575 62.62 65.30 52.25 47.50 54.95
1576 62.71 56.89 36.78 67.61 61.57
1577 62.43 75.52 20.38 16.90 61.10
1578 62.84 88.02 39.08 31.73 32.12
1579 62.80 25.39 18.28 70.14 32.49
1580 62.67 28.86 19.16 73.57 48.30
1581 62.69 31.04 23.14 68.82 36.52
1582 62.68 32.29 16.94 60.47 38.78
1583 62.82 34.35 21.17 76.31 46.28
1584 62.89 69.54 47.05 36.90 53.59
1585 62.81 19.63 15.21 44.77 31.97
1586 62.82 63.13 38.75 50.71 53.46
1587 62.96 77.62 41.75 33.30 60.10
1588 62.71 82.78 37.90 26.00 60.30
1589 63.06 52.50 28.44 92.59 54.73
1590 62.93 13.08 11.92 31.90 21.67
1591 62.97 40.69 23.25 84.61 48.68
1592 63.02 54.76 30.17 89.88 51.85
1593 63.18 8.03 3.46 12.11 8.60
1594 63.05 44.26 24.04 75.46 51.74
1595 63.12 74.05 45.07 35.74 48.96
1596 63.13 60.86 33.92 84.51 44.11
1597 63.30 58.52 32.61 84.42 48.69
1598 63.25 50.46 26.67 88.71 65.88
1599 63.25 83.43 43.23 39.04 48.98
1600 63.34 91.10 18.56 22.10 29.76
1601 63.25 84.81 24.42 22.24 51.64
1602 63.38 46.45 23.17 86.60 55.22
1603 63.40 16.17 11.20 43.88 33.11
1604 63.42 67.27 40.37 64.72 43.95
1605 63.55 27.27 14.58 82.90 52.87
1606 63.47 36.51 17.90 92.26 54.94
1607 63.29 75.69 20.32 19.73 55.95
1608 63.43 92.86 7.22 8.51 16.69
1609 63.57 71.45 40.84 46.76 44.71
1610 63.39 14.11 7.05 37.10 29.95
1611 63.63 48.59 20.43 89.92 65.60
1612 63.66 64.99 33.02 67.92 41.28
1613 63.67 29.90 15.11 91.28 54.87
1614 63.62 38.89 19.16 96.87 61.28
1615 63.67 86.11 36.17 36.92 32.67
1616 63.69 42.31 21.24 86.83 55.77
1617 63.83 21.27 12.62 65.64 52.26
1618 63.66 23.90 12.89 72.96 42.78
1619 64.05 31.86 14.51 95.48 66.18
1620 63.93 62.62 29.02 96.08 48.16
1621 64.03 18.61 10.44 56.23 45.29
1622 63.96 56.20 23.06 99.38 58.85
1623 63.67 82.39 16.36 21.29 53.50
1624 63.98 34.01 15.06 95.43 69.70
1625 64.03 53.63 20.19 111.44 76.00
1626 64.14 60.08 23.99 127.41 51.46
1627 63.89 83.98 9.00 14.50 47.70
1628 64.11 78.35 34.92 43.82 48.83
1629 64.08 9.88 4.08 20.44 14.00
1630 64.22 13.80 8.24 46.20 33.06
1631 64.14 75.72 34.57 48.20 45.93
1632 64.23 69.43 33.79 63.64 43.27
1633 64.32 44.40 16.58 88.16 82.08
1634 64.37 40.49 15.39 84.49 85.99
1635 64.31 50.91 18.97 106.30 79.37
1636 64.47 91.03 12.89 27.49 18.18
1637 64.42 8.50 3.23 14.47 15.51
1638 64.53 72.65 29.74 57.16 42.64
1639 64.45 82.36 23.38 39.98 52.80
1640 64.76 25.61 10.39 74.59 76.39
1641 64.63 16.20 6.71 40.23 57.33
1642 64.60 35.82 13.85 101.48 94.07
1643 64.53 46.94 15.57 84.12 93.65
1644 64.61 58.09 23.05 113.36 59.43
1645 64.66 28.05 12.09 86.25 84.04
1646 64.62 37.99 12.26 90.44 101.64
1647 64.65 67.18 26.89 96.95 37.99
1648 64.61 88.56 17.87 33.06 30.85
1649 64.84 7.11 2.40 7.42 12.40
1650 64.71 22.56 10.67 74.27 76.31
1651 64.67 84.89 24.14 43.20 39.03
1652 64.86 48.98 14.71 97.10 99.21
1653 64.78 64.78 25.57 121.06 47.35
1654 64.62 17.40 9.85 43.70 52.20
1655 65.03 30.31 9.91 96.23 94.41
1656 64.91 42.33 13.90 79.73 93.66
1657 65.15 54.74 15.73 107.86 103.41
1658 65.05 11.92 6.05 33.33 33.41
1659 65.05 52.83 15.17 97.90 98.98
1660 65.02 77.05 22.90 55.03 41.77
1661 65.17 71.09 24.57 74.73 42.18
1662 65.12 20.49 8.44 59.78 64.49
1663 65.10 62.34 21.08 121.60 63.16
1664 65.22 79.69 22.61 60.98 42.82
1665 64.99 86.16 21.00 40.59 41.21
1666 65.15 32.74 11.61 85.68 100.50
1667 65.22 10.27 4.22 15.02 23.07
1668 65.23 60.21 18.56 135.07 71.12
1669 65.47 56.69 16.17 101.43 106.54
1670 65.35 74.59 23.37 73.41 46.29
1671 65.53 40.22 11.70 76.68 119.16
1672 65.48 14.41 5.90 35.94 47.39
1673 65.53 45.19 12.17 85.46 125.31
1674 65.65 68.78 20.21 101.16 49.75
1675 65.55 82.40 22.27 67.66 40.80
1676 65.56 90.32 11.85 47.18 21.37
1677 65.58 34.65 11.33 79.22 116.09
1678 65.42 23.30 7.88 61.23 96.49
1679 65.58 47.68 13.00 95.23 123.42
1680 65.86 28.07 8.11 68.69 97.09
1681 65.79 43.21 11.49 76.71 118.15
1682 65.85 36.63 11.24 74.00 120.86
1683 65.86 50.41 12.89 92.38 115.04
1684 65.85 64.19 17.22 132.74 68.94
1685 65.56 80.99 18.36 73.09 41.55
1686 65.83 16.99 6.31 47.80 69.17
1687 65.60 22.07 6.42 38.17 88.33
1688 66.09 87.69 14.97 61.47 27.44
1689 66.04 66.59 17.98 124.97 54.73
1690 65.94 85.02 20.41 63.50 35.77
1691 65.79 11.42 3.79 17.11 33.14
1692 65.89 19.44 7.44 38.08 84.74
1693 66.14 25.60 6.83 63.49 88.31
1694 66.22 58.50 13.43 101.80 100.69
1695 65.77 24.20 6.92 66.75 99.08
1696 66.17 53.14 11.30 81.80 109.48
1697 66.23 72.92 17.87 93.55 48.42
1698 66.15 30.40 8.69 68.64 112.36
1699 66.19 77.82 18.53 87.48 45.58
1700 66.56 10.34 3.11 10.01 24.30
1701 66.39 32.70 8.90 64.98 119.20
1702 66.36 60.77 14.61 111.47 111.95
1703 66.54 21.19 6.60 42.40 90.77
1704 66.04 23.44 7.57 50.00 93.57
1705 66.65 38.84 9.15 61.84 126.05
1706 66.41 70.63 16.74 105.39 52.67
1707 66.11 46.79 9.75 54.00 144.50
1708 66.51 55.52 13.22 83.85 124.63
1709 66.35 22.74 6.45 52.90 89.10
1710 66.70 15.16 4.84 24.27 55.78
1711 66.71 75.42 15.50 99.81 58.09
1712 66.66 80.43 16.50 80.70 48.55
1713 66.60 46.00 11.31 74.47 126.14
1714 66.78 48.56 10.95 70.31 122.37
1715 66.73 62.63 13.16 106.96 126.22
1716 66.73 41.19 10.34 72.49 119.76
1717 66.85 82.87 14.08 84.23 44.19
1718 66.59 13.46 4.41 20.85 45.31
1719 66.84 34.95 9.24 63.60 113.02
1720 67.09 43.44 9.23 64.00 116.42
1721 66.91 65.07 13.84 104.40 97.04
1722 66.96 90.02 8.14 52.06 16.18
1723 66.76 17.15 6.60 40.15 72.35
1724 67.07 28.76 7.73 53.09 97.99
1725 66.97 36.92 9.28 58.61 113.95
1726 67.12 52.20 10.18 77.11 133.34
1727 66.91 12.41 4.11 12.17 34.94
1728 67.20 85.79 13.22 90.14 43.19
1729 67.13 31.23 6.49 56.67 106.91
1730 67.19 67.28 12.19 96.71 96.28
1731 67.24 69.42 15.64 94.11 78.63
1732 67.29 16.46 4.49 22.91 63.81
1733 67.36 54.43 12.03 90.92 136.90
1734 67.47 56.94 11.36 91.07 119.29
1735 67.55 24.18 6.82 39.53 83.96
1736 67.51 50.16 11.01 79.34 122.21
1737 67.42 72.46 13.53 94.61 72.49
1738 67.48 26.34 7.32 45.38 86.83
1739 67.63 59.85 11.34 78.61 118.03
1740 67.52 78.09 13.09 97.76 70.03
1741 67.67 45.50 9.04 74.03 103.48
1742 67.72 33.29 7.08 57.04 100.72
1743 67.77 62.76 11.03 71.98 124.71
1744 67.76 88.18 8.49 67.09 34.88
1745 67.47 12.44 4.63 17.58 28.58
1746 67.75 21.54 6.38 36.80 72.70
1747 67.57 19.70 5.14 32.61 70.14
1748 67.91 40.86 8.24 71.24 91.61
1749 67.93 75.00 11.94 104.67 80.41
1750 68.02 80.92 12.24 79.85 63.23
1751 67.81 30.84 6.83 45.79 94.15
1752 68.07 65.08 11.09 86.53 110.25
1753 68.21 38.21 7.46 60.31 105.08
1754 68.08 35.61 7.12 58.15 85.64
1755 67.87 66.50 10.54 73.29 107.00
1756 68.10 83.76 11.30 91.18 57.23
1757 68.10 12.81 3.65 23.83 26.02
1758 68.03 18.71 5.21 39.49 60.28
1759 68.03 47.73 9.77 74.91 100.27
1760 68.27 71.26 11.38 73.85 103.87
1761 68.14 15.57 5.16 35.60 40.72
1762 68.10 11.22 3.43 11.40 21.00
1763 68.15 14.23 3.24 17.56 39.50
1764 68.16 17.08 4.55 26.00 45.92
1765 68.45 27.31 5.98 49.10 80.22
1766 68.40 69.17 10.68 72.67 119.83
1767 68.39 43.27 8.65 75.34 82.52
1768 68.39 51.93 9.64 74.11 109.01
1769 68.40 54.88 8.59 72.19 120.61
1770 68.68 49.49 7.99 80.22 97.36
1771 68.75 86.31 9.16 86.85 57.63
1772 68.66 78.42 11.36 91.00 84.79
1773 68.64 22.75 5.48 43.79 62.16
1774 68.54 29.52 6.61 51.11 78.33
1775 68.78 25.27 6.44 57.03 56.92
1776 68.71 32.79 6.96 65.02 70.93
1777 68.66 73.39 11.43 83.00 96.83
1778 68.76 20.42 5.98 41.53 48.46
1779 68.62 67.69 9.76 51.57 120.57
1780 68.80 62.41 10.10 77.58 123.69
1781 68.82 45.47 9.43 84.62 80.39
1782 69.12 76.15 9.51 77.93 112.64
1783 68.93 39.85 8.44 77.64 80.64
1784 69.16 56.35 8.68 71.59 102.06
1785 69.02 60.31 9.25 67.87 124.26
1786 68.98 36.07 6.85 71.69 70.88
1787 69.21 64.64 9.39 65.28 114.12
1788 69.19 66.84 9.85 74.65 124.82
1789 69.01 80.89 8.85 57.74 100.78
1790 69.18 15.04 4.12 41.27 27.36
1791 69.26 41.77 8.06 81.89 71.11
1792 69.17 47.63 7.90 79.31 72.50
1793 68.86 72.52 9.25 66.25 103.00
1794 69.19 12.52 3.36 31.41 18.62
1795 69.35 17.88 4.85 47.05 33.46
1796 69.19 83.59 9.46 81.44 77.97
1797 69.25 74.31 9.10 64.05 98.28
1798 69.39 53.63 8.01 78.80 95.86
1799 69.15 34.86 6.79 51.37 78.89
1800 69.56 38.01 6.61 91.22 57.82
1801 69.54 89.45 4.82 43.09 36.02
1802 69.50 51.37 8.75 85.96 84.67
1803 69.46 28.48 6.78 62.41 59.95
1804 69.56 30.93 6.86 68.94 54.31
1805 69.61 71.11 8.67 60.28 104.24
1806 69.67 23.74 5.45 68.11 37.19
1807 69.74 43.56 7.93 92.03 50.75
1808 69.64 72.67 7.58 49.88 103.31
1809 69.80 20.84 5.13 61.59 31.60
1810 69.77 33.82 6.88 81.55 59.89
1811 69.61 81.38 8.54 66.12 99.12
1812 69.87 78.07 8.66 72.06 105.91
1813 70.07 26.52 5.78 78.23 41.77
1814 70.00 45.53 8.03 101.59 63.29
1815 69.83 59.12 8.90 71.15 105.96
1816 70.11 49.83 7.67 103.15 65.76
1817 69.93 62.79 8.39 70.32 105.22
1818 70.05 86.91 5.77 53.65 65.97
1819 70.11 13.15 4.13 45.84 16.49
1820 70.20 36.26 7.10 96.10 45.33
