#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
mu12 14A 4 Kruppel even-skipped fushi-tarazu

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - Kr, channel 2 - eve, channel 3 - ftz>
599 31.91 65.12 6.80 142.70 62.96
600 32.02 21.69 4.56 144.14 28.43
601 32.07 53.51 6.76 167.37 39.41
602 32.10 74.10 6.45 81.17 105.18
603 32.14 16.78 3.47 109.98 30.19
604 32.20 30.48 5.15 172.88 27.46
605 32.22 34.59 5.33 183.23 30.75
606 32.17 42.95 5.89 186.78 32.63
607 31.95 87.81 3.32 23.04 69.00
608 32.44 19.30 4.09 109.87 30.60
609 32.24 45.29 6.39 175.38 31.59
610 32.42 14.29 3.28 68.65 23.08
611 32.33 36.97 6.55 185.63 33.69
612 32.23 67.45 6.78 98.64 102.25
613 32.63 77.27 5.99 50.24 108.71
614 32.37 62.91 7.01 136.65 76.28
615 32.20 89.29 2.75 16.69 41.38
616 32.60 24.23 4.82 144.33 30.69
617 32.43 86.40 4.27 32.05 81.82
618 32.66 39.32 5.75 181.19 38.79
619 32.69 90.40 2.58 14.63 28.60
620 32.79 28.31 5.63 155.09 35.39
621 32.68 60.05 6.61 106.34 117.88
622 32.91 79.67 6.29 52.22 110.89
623 32.81 49.36 7.37 158.40 58.54
624 32.85 51.66 6.39 159.38 70.85
625 32.97 47.09 6.91 157.00 62.73
626 32.77 71.80 6.69 80.13 114.84
627 32.87 69.49 6.53 68.10 131.82
628 32.97 9.48 1.75 16.47 13.96
629 32.91 55.77 7.02 129.37 81.17
630 33.14 32.88 5.74 172.90 33.75
631 33.25 42.13 6.36 169.34 53.70
632 33.04 57.60 6.78 74.82 114.76
633 33.44 83.91 5.48 40.65 96.44
634 33.14 64.47 7.48 102.30 119.94
635 33.38 11.94 2.70 28.78 26.71
636 33.31 53.75 7.89 123.00 84.23
637 32.98 92.13 1.33 10.00 19.00
638 33.41 61.96 7.17 89.32 127.94
639 33.40 22.17 5.15 102.08 52.62
640 33.35 44.61 6.68 141.88 49.79
641 33.12 73.77 5.79 38.29 109.07
642 33.49 16.75 4.34 90.63 59.36
643 33.48 26.01 5.37 116.36 50.90
644 33.47 35.24 5.96 158.66 42.89
645 33.51 66.98 7.36 72.50 133.27
646 33.56 30.55 6.30 147.55 41.87
647 33.62 37.60 6.43 155.17 77.26
648 33.56 74.89 7.36 50.86 118.17
649 33.69 89.13 4.17 30.49 49.58
650 33.68 14.10 3.46 54.87 51.51
651 33.35 72.52 5.67 21.67 117.17
652 33.53 58.69 7.47 76.67 127.98
653 33.80 40.25 6.90 158.89 66.04
654 33.93 19.38 5.25 79.07 71.46
655 33.88 71.46 7.61 57.76 129.16
656 33.97 48.42 6.95 107.91 115.15
657 33.94 50.88 7.76 116.74 118.90
658 34.20 55.25 7.95 67.52 131.66
659 34.10 77.27 7.34 46.95 121.51
660 34.37 80.67 6.96 42.91 105.17
661 34.30 84.65 6.33 46.89 81.82
662 34.19 46.15 7.72 121.17 99.82
663 33.96 91.40 2.93 15.93 29.73
664 34.14 59.83 8.00 70.24 134.63
665 34.25 10.38 2.60 13.19 20.18
666 34.43 68.24 7.50 53.83 140.47
667 34.27 28.27 5.56 101.11 94.31
668 34.24 63.78 7.36 65.38 137.87
669 34.18 24.47 5.29 55.04 84.54
670 34.28 72.44 6.38 42.97 116.89
671 34.20 22.53 4.19 51.19 94.48
672 34.43 33.52 6.90 116.64 78.95
673 34.40 43.56 7.58 117.27 96.30
674 34.33 86.50 4.71 35.56 82.92
675 34.82 30.89 5.96 86.99 95.32
676 34.61 36.17 6.45 101.29 105.44
677 34.66 57.11 8.25 67.40 136.79
678 34.48 12.53 3.69 18.16 34.86
679 34.51 21.19 5.83 60.71 94.38
680 34.65 38.75 6.43 108.61 116.73
681 34.62 53.10 7.91 75.14 155.02
682 34.95 15.71 4.26 43.75 74.35
683 34.75 41.37 7.40 103.40 119.67
684 35.04 61.40 8.38 53.00 128.75
685 34.87 70.25 8.19 45.89 127.21
686 34.78 25.81 5.82 79.78 89.95
687 34.47 58.38 6.14 38.71 143.57
688 34.86 65.79 7.61 66.55 134.16
689 34.51 23.54 6.33 49.22 93.56
690 34.85 17.45 4.20 34.47 69.16
691 35.01 49.96 8.16 77.37 142.33
692 34.76 82.74 6.13 49.93 89.47
693 35.13 75.61 7.79 42.65 107.99
694 35.06 8.85 2.09 6.77 16.51
695 35.08 19.04 5.03 43.67 89.18
696 34.90 22.42 4.97 76.12 80.18
697 35.15 47.58 7.90 79.24 129.20
698 35.25 72.89 8.83 46.26 117.04
699 35.40 45.49 7.47 72.68 128.16
700 35.06 63.48 8.12 52.50 122.38
701 35.23 12.85 3.60 27.09 34.30
702 35.63 89.90 5.34 45.29 22.80
703 35.12 23.54 5.33 28.33 106.75
704 35.55 51.84 8.37 62.65 141.00
705 35.50 78.15 8.92 52.10 93.50
706 35.92 32.66 7.08 65.45 117.63
707 35.52 58.20 8.17 64.38 139.94
708 35.49 43.41 8.79 62.43 130.66
709 35.67 23.98 5.98 55.86 99.73
710 35.53 54.43 9.10 64.97 140.64
711 35.37 82.15 6.72 53.36 75.88
712 35.88 35.34 7.52 59.99 123.09
713 35.52 71.25 7.89 35.66 111.74
714 35.54 84.64 9.77 66.29 61.05
715 35.98 86.96 7.20 67.26 38.80
716 35.84 39.24 7.57 61.62 123.48
717 35.68 64.25 8.15 54.21 127.50
718 35.54 20.94 3.83 34.83 88.33
719 36.16 91.83 3.58 34.02 10.60
720 35.79 19.48 4.63 43.07 84.30
721 36.11 41.42 8.30 62.11 130.54
722 36.11 80.30 9.55 65.73 69.75
723 36.22 56.29 9.41 58.23 132.10
724 36.39 21.49 6.08 42.45 91.23
725 36.02 68.42 7.28 36.81 117.20
726 36.24 48.88 8.90 58.32 123.77
727 36.12 59.77 10.60 67.10 136.52
728 36.46 73.65 9.64 56.03 79.84
729 36.18 10.82 3.16 10.06 26.47
730 36.08 66.84 6.14 33.18 120.14
731 36.31 62.47 9.77 64.82 108.94
732 36.53 65.44 10.00 55.85 109.08
733 36.40 76.16 11.03 60.84 77.10
734 36.75 28.98 7.12 48.69 99.48
735 36.47 83.05 10.29 93.45 50.96
736 36.27 17.89 6.06 30.82 70.59
737 36.30 43.55 6.15 41.21 113.20
738 36.38 70.70 10.98 52.24 99.99
739 36.63 46.81 9.39 63.21 120.24
740 36.52 8.11 2.20 6.31 13.27
741 36.74 51.20 9.95 65.17 127.54
742 36.81 53.62 10.32 67.14 128.40
743 37.06 44.86 9.87 50.62 114.06
744 37.18 88.46 9.28 86.38 22.82
745 36.64 19.32 5.98 46.90 82.11
746 36.85 26.65 6.08 38.38 103.05
747 36.72 25.11 5.86 30.91 87.41
748 37.32 90.57 6.31 60.51 15.94
749 37.23 34.15 8.20 48.85 89.49
750 37.02 58.54 10.22 68.10 113.20
751 36.93 16.64 5.77 25.32 67.55
752 37.04 11.28 3.37 16.24 23.76
753 37.10 37.58 7.12 51.67 111.22
754 37.16 78.19 12.23 90.88 58.29
755 37.07 22.85 6.66 25.66 77.34
756 37.10 68.16 9.63 60.38 93.24
757 37.24 39.78 9.07 61.12 99.10
758 37.36 61.05 11.43 75.61 104.54
759 37.32 85.03 11.65 113.16 31.82
760 37.36 42.53 9.58 56.86 103.15
761 37.43 81.21 11.81 108.02 42.22
762 37.21 6.70 1.90 4.34 11.86
763 37.26 9.62 3.06 8.25 16.44
764 37.22 24.71 7.07 46.14 74.21
765 37.43 32.13 9.00 56.40 78.12
766 37.48 56.11 10.37 65.83 103.45
767 37.32 8.12 1.97 5.50 13.16
768 37.60 49.07 9.70 66.21 88.94
769 37.93 46.73 10.65 58.35 85.98
770 37.70 63.26 11.68 87.88 82.56
771 37.72 75.31 13.87 102.36 48.89
772 37.71 72.69 13.06 90.53 52.13
773 37.57 23.66 6.63 46.16 70.34
774 37.95 30.31 8.37 55.71 65.44
775 37.72 65.46 12.61 89.58 84.39
776 37.39 66.63 8.20 38.00 96.20
777 37.71 91.86 5.12 49.76 10.10
778 37.72 27.00 8.89 48.75 87.50
779 37.85 70.17 12.86 92.10 66.58
780 38.13 16.41 6.78 34.93 45.91
781 37.91 52.08 12.40 80.67 94.86
782 37.90 20.79 6.86 51.76 52.92
783 38.02 10.17 3.49 13.15 19.01
784 38.09 54.40 12.95 96.16 86.59
785 38.03 14.04 5.42 31.75 32.37
786 38.16 12.08 3.76 16.18 23.80
787 38.20 36.00 11.17 67.42 68.52
788 38.18 38.51 11.25 61.80 84.36
789 38.29 58.16 13.53 100.81 91.91
790 38.30 67.49 14.48 110.86 58.63
791 38.34 19.52 6.40 44.79 53.10
792 38.38 22.64 8.27 56.87 52.43
793 38.42 41.13 12.10 69.90 70.55
794 38.34 60.29 14.93 103.70 72.41
795 38.46 79.40 17.38 127.36 33.68
796 38.54 87.06 16.39 124.76 23.01
797 38.14 32.06 8.14 49.93 68.64
798 38.44 43.90 11.34 66.66 77.03
799 38.68 82.15 18.60 145.94 31.18
800 38.58 84.60 17.38 138.83 28.57
801 38.66 25.41 9.77 64.43 56.73
802 38.71 76.72 18.96 123.74 37.11
803 38.70 33.72 12.04 75.31 58.90
804 38.71 48.98 13.10 95.45 65.95
805 38.90 51.02 15.69 106.06 72.43
806 38.86 92.06 7.14 50.12 10.52
807 38.93 62.27 16.02 121.81 52.58
808 38.81 64.78 16.63 126.33 48.63
809 38.54 6.13 3.14 5.43 9.86
810 38.96 56.30 15.62 125.94 62.59
811 39.09 89.59 15.12 98.85 19.13
812 38.91 72.24 19.44 132.94 38.43
813 38.94 12.71 6.07 37.98 22.09
814 39.09 69.54 18.09 134.17 39.39
815 39.05 53.31 16.27 128.09 66.24
816 39.09 28.22 11.40 78.23 53.58
817 39.27 45.27 16.75 107.21 57.14
818 39.22 30.95 12.85 85.29 46.91
819 39.26 15.72 8.18 56.13 31.59
820 39.29 47.27 15.31 96.59 59.79
821 39.27 10.18 4.19 20.04 14.12
822 39.25 38.27 13.55 92.36 48.82
823 39.08 5.84 1.62 4.92 10.85
824 39.28 59.40 18.81 138.04 56.22
825 39.53 21.01 10.34 71.46 33.58
826 39.50 18.30 10.69 76.09 31.60
827 39.64 74.50 25.13 153.48 38.81
828 39.52 35.94 14.46 97.68 41.62
829 39.56 40.52 16.05 111.93 43.56
830 39.54 67.23 19.41 150.30 40.95
831 39.64 42.89 17.44 118.21 47.91
832 39.59 23.66 11.37 90.76 41.59
833 39.42 6.70 3.00 6.26 7.89
834 39.80 78.31 24.02 147.68 31.96
835 39.85 84.52 22.77 140.20 28.78
836 39.88 33.26 16.00 112.74 37.39
837 40.00 26.47 13.44 103.85 39.57
838 40.04 49.96 21.26 154.62 53.40
839 39.87 55.15 21.58 174.15 49.07
840 40.01 81.48 26.26 148.16 30.30
841 40.14 87.53 26.23 115.70 27.33
842 40.09 57.97 22.64 157.19 49.37
843 40.07 63.13 26.53 153.94 39.80
844 40.06 65.25 25.74 153.73 39.27
845 40.09 92.96 8.26 37.66 10.46
846 40.21 8.37 3.21 19.20 7.33
847 40.10 52.32 19.74 163.38 42.11
848 40.06 10.97 5.76 40.74 16.78
849 40.14 60.80 23.77 159.38 39.41
850 40.18 71.72 27.49 166.15 35.53
851 40.39 14.24 9.17 64.26 19.55
852 40.32 29.08 16.39 108.09 36.39
853 40.45 47.81 21.30 147.88 43.15
854 40.53 69.27 29.41 168.80 40.63
855 40.73 90.30 20.37 72.41 24.33
856 40.47 38.15 19.72 134.22 38.64
857 40.53 45.41 22.51 155.08 38.09
858 40.48 6.39 2.30 9.93 7.62
859 40.66 31.43 19.94 138.62 34.86
860 40.61 16.44 14.92 87.73 29.45
861 40.71 35.28 22.16 139.66 35.33
862 40.71 19.37 14.27 98.46 29.84
863 40.85 76.58 37.65 150.36 38.91
864 40.74 24.33 18.75 126.70 31.24
865 40.84 40.71 28.17 147.55 40.38
866 40.85 43.09 26.61 157.11 42.89
867 40.87 55.91 27.52 180.91 42.15
868 40.95 67.12 35.41 156.39 39.82
869 40.88 10.02 4.73 33.09 13.27
870 41.18 21.94 16.93 118.80 30.56
871 41.09 53.73 29.63 181.96 41.16
872 41.05 73.89 40.82 151.59 35.30
873 41.02 79.51 37.97 139.03 41.83
874 41.05 84.81 37.21 121.96 39.22
875 41.32 11.94 9.75 58.48 17.10
876 41.26 59.96 36.30 193.32 38.90
877 41.29 51.55 31.01 184.83 39.48
878 41.31 62.23 37.46 182.24 41.66
879 41.25 64.58 40.91 163.92 43.13
880 41.31 26.67 22.19 128.08 32.68
881 41.40 7.75 3.49 17.21 9.08
882 41.36 57.80 37.06 184.78 44.71
883 41.21 92.35 12.81 35.62 17.73
884 41.19 17.27 12.16 87.00 26.32
885 41.48 33.44 28.06 146.92 38.63
886 41.42 49.34 31.04 173.92 37.61
887 41.50 81.97 42.23 113.78 54.76
888 41.45 71.27 42.70 164.68 46.94
889 41.62 36.69 31.50 160.29 41.78
890 41.53 88.02 44.46 95.15 44.05
891 41.70 28.82 26.79 140.95 39.97
892 41.63 46.86 32.92 177.67 44.22
893 41.76 39.07 34.85 160.71 42.74
894 41.62 93.90 12.52 22.62 11.81
895 42.07 14.30 17.57 70.32 37.70
896 42.01 44.64 41.24 174.34 46.72
897 41.95 30.98 34.01 160.58 42.60
898 41.97 9.66 5.96 29.81 12.44
899 42.03 68.88 54.70 150.61 52.08
900 41.96 42.18 41.45 154.83 49.80
901 42.13 24.46 28.30 123.26 43.85
902 42.08 75.64 59.16 125.45 61.95
903 42.08 55.69 44.07 178.53 54.84
904 42.13 20.18 27.92 95.82 39.27
905 42.14 66.31 54.58 156.94 64.90
906 42.20 17.58 24.52 85.45 37.41
907 42.12 78.82 56.71 110.32 70.07
908 42.16 85.60 52.33 86.94 80.67
909 42.13 90.98 31.53 49.71 42.35
910 41.96 92.85 15.36 29.79 23.21
911 42.36 53.54 47.38 169.00 56.47
912 42.38 59.08 56.87 173.47 61.59
913 42.42 73.07 72.00 120.75 62.88
914 42.40 63.60 56.31 166.33 59.49
915 42.52 35.13 47.95 150.75 70.06
916 42.49 51.25 51.07 188.16 51.71
917 42.58 61.34 58.52 173.45 74.61
918 42.76 82.79 69.50 84.83 82.28
919 42.34 89.52 28.44 37.17 78.39
920 42.64 48.99 50.74 165.05 53.83
921 42.60 7.34 5.85 15.91 12.97
922 42.72 27.01 40.15 122.80 58.55
923 42.72 32.70 45.20 141.72 62.15
924 42.81 40.29 54.84 155.03 71.82
925 42.67 70.90 82.66 125.79 86.03
926 42.85 22.41 42.51 93.62 66.98
927 42.48 87.48 44.25 40.38 89.00
928 42.83 46.75 55.30 156.39 71.64
929 42.85 37.62 51.93 140.77 72.13
930 42.76 88.58 73.79 75.19 71.10
931 42.98 57.24 67.09 163.88 98.66
932 42.96 92.89 24.66 26.30 26.73
933 42.96 10.76 11.01 32.06 28.00
934 43.04 29.55 48.97 119.94 83.73
935 43.15 42.54 62.15 122.77 94.98
936 43.27 67.56 79.56 109.00 115.73
937 43.12 8.79 7.24 21.28 16.58
938 43.27 80.22 78.15 88.71 83.07
939 43.23 13.14 25.22 44.47 55.40
940 43.21 65.12 84.31 120.01 109.01
941 43.18 76.84 79.63 92.35 94.05
942 43.24 15.56 30.81 63.26 53.43
943 42.99 81.09 72.31 95.38 99.54
944 43.42 55.09 69.70 140.18 127.25
945 43.44 90.27 50.78 39.11 60.05
946 43.25 19.89 51.56 66.62 76.95
947 43.40 44.88 67.89 137.18 90.93
948 43.36 74.78 92.16 73.67 103.76
949 43.39 85.10 78.91 70.32 87.73
950 43.42 24.86 52.80 91.73 78.56
951 43.51 18.42 42.90 38.55 84.60
952 43.50 52.86 78.42 140.45 116.05
953 43.48 59.64 87.34 124.16 110.20
954 43.50 69.88 103.66 94.68 124.43
955 43.60 62.75 96.14 128.05 105.59
956 43.65 34.09 60.96 117.06 99.65
957 43.66 50.51 83.10 133.91 89.37
958 43.79 36.31 70.48 111.41 108.26
959 43.73 31.42 67.45 98.50 87.66
960 43.87 72.20 115.93 69.62 103.58
961 43.75 6.51 6.88 8.60 14.76
962 43.87 48.37 83.14 118.80 102.85
963 43.78 21.41 51.58 52.64 87.08
964 44.13 23.10 59.57 56.07 104.59
965 43.82 28.10 51.46 64.81 109.54
966 44.02 38.61 80.58 88.94 113.24
967 43.84 12.00 18.98 25.94 46.12
968 43.95 26.69 65.47 75.61 97.33
969 43.83 7.85 10.18 12.73 17.64
970 44.06 9.56 13.66 15.09 26.05
971 44.10 78.41 100.87 60.15 102.52
972 44.20 40.68 92.61 77.17 119.29
973 44.23 43.12 86.32 75.84 120.29
974 44.35 46.65 100.04 99.73 107.54
975 44.13 56.82 95.79 111.46 129.18
976 44.28 83.73 100.15 58.40 92.60
977 44.20 87.05 99.91 57.07 73.83
978 44.28 29.33 80.85 73.77 114.86
979 44.28 64.86 107.96 71.83 137.61
980 44.16 91.47 34.25 17.57 57.43
981 44.26 94.67 18.22 11.14 15.03
982 44.32 15.84 49.82 37.91 85.20
983 44.57 75.75 120.02 52.67 112.87
984 44.52 81.08 107.67 52.84 93.44
985 44.78 92.94 39.69 22.67 25.15
986 44.13 30.59 57.45 57.82 105.46
987 44.39 61.20 125.00 83.71 125.20
988 44.44 67.13 137.54 67.72 123.44
989 44.27 17.42 58.42 48.96 84.69
990 44.13 19.57 39.50 35.17 82.50
991 44.25 3.49 3.84 3.04 7.64
992 44.54 59.10 107.40 84.58 133.27
993 44.50 69.63 132.94 58.09 109.43
994 44.49 7.78 10.41 11.02 16.27
995 44.61 52.10 114.46 84.61 120.11
996 44.58 54.56 112.57 92.36 119.12
997 44.84 73.36 158.54 59.73 118.09
998 44.49 18.52 43.97 36.17 84.36
999 44.74 11.50 27.72 19.93 48.38
1000 44.66 32.68 97.70 66.97 117.27
1001 44.76 34.92 88.94 70.58 120.14
1002 44.73 49.84 122.89 87.76 106.60
1003 45.05 19.84 78.74 38.84 102.41
1004 44.64 25.94 68.68 51.61 102.93
1005 44.74 4.22 5.16 3.66 8.42
1006 44.97 90.14 63.85 41.25 73.47
1007 44.69 24.00 62.20 37.87 100.73
1008 45.25 27.60 91.47 46.27 104.66
1009 45.10 37.06 106.60 57.18 112.15
1010 44.93 63.20 130.63 72.04 126.23
1011 45.10 6.32 7.73 5.17 13.73
1012 45.14 30.98 103.75 51.52 118.44
1013 45.07 44.84 119.90 65.40 118.78
1014 44.97 24.84 73.57 62.43 106.90
1015 45.15 56.92 135.06 72.89 115.87
1016 45.26 39.44 131.86 65.29 110.96
1017 45.21 78.49 124.74 50.02 82.42
1018 45.26 42.36 129.04 58.74 116.07
1019 45.42 22.56 90.74 40.95 91.22
1020 45.40 87.35 106.56 50.45 73.22
1021 45.44 17.19 81.44 32.85 66.31
1022 45.49 48.42 141.72 70.34 116.79
1023 45.47 70.49 151.48 51.62 89.55
1024 45.61 84.33 108.37 50.18 62.40
1025 45.45 3.35 3.90 2.32 9.60
1026 45.69 61.02 152.56 64.82 102.42
1027 45.56 65.47 155.58 66.52 103.48
1028 45.61 68.02 168.15 56.28 99.15
1029 45.67 58.86 163.67 69.91 107.52
1030 45.44 4.83 6.05 3.80 11.50
1031 45.65 8.61 13.78 7.66 19.72
1032 45.57 10.20 26.54 14.10 28.13
1033 45.65 55.15 153.16 71.38 101.75
1034 45.68 52.95 156.35 67.88 99.47
1035 45.79 46.49 144.30 59.49 100.38
1036 45.86 24.99 104.66 43.04 80.08
1037 45.82 50.72 151.76 67.50 98.34
1038 45.75 81.28 130.79 48.91 79.11
1039 45.83 93.75 30.64 23.74 15.05
1040 45.80 34.31 127.03 56.68 105.03
1041 45.81 75.84 147.01 54.66 93.73
1042 45.84 15.16 60.72 24.56 66.97
1043 45.67 30.22 87.31 41.23 133.54
1044 45.96 13.71 77.55 32.55 62.61
1045 45.97 72.38 168.65 55.93 87.95
1046 45.89 7.21 10.21 5.11 14.07
1047 45.97 63.19 168.27 68.45 80.60
1048 46.04 90.47 72.97 47.15 34.72
1049 46.16 41.41 157.63 55.41 99.07
1050 46.14 43.86 157.65 60.52 91.03
1051 46.20 32.03 126.05 47.40 92.78
1052 46.26 38.50 149.90 51.55 75.72
1053 46.26 20.33 105.60 37.07 72.90
1054 46.33 36.24 139.12 53.12 96.08
1055 46.34 29.40 124.77 44.88 82.72
1056 46.07 3.92 4.73 2.36 10.18
1057 46.36 78.79 150.33 51.64 58.97
1058 46.42 57.20 165.48 76.44 83.38
1059 46.60 17.88 99.14 36.05 63.79
1060 46.54 86.60 110.41 65.51 54.02
1061 46.50 4.97 7.89 3.70 11.44
1062 46.64 22.78 116.55 45.11 71.84
1063 46.66 26.93 124.99 49.24 93.71
1064 46.58 67.03 178.80 84.75 66.30
1065 46.79 74.24 169.37 74.59 64.31
1066 46.67 54.56 172.30 77.39 75.79
1067 46.80 64.84 173.06 85.51 68.58
1068 46.82 69.32 176.88 88.93 57.41
1069 46.65 95.14 16.71 19.80 9.11
1070 46.82 9.60 26.25 12.59 21.24
1071 46.72 48.91 164.50 68.03 64.13
1072 46.80 45.52 177.08 72.90 68.16
1073 46.76 51.78 171.00 81.14 69.95
1074 46.90 59.67 174.36 92.66 68.76
1075 46.84 82.14 129.24 71.50 55.13
1076 46.99 12.28 50.03 22.10 41.81
1077 46.92 61.89 175.00 86.79 69.03
1078 47.01 15.13 80.03 34.77 62.55
1079 46.94 34.07 159.19 59.31 83.57
1080 47.04 92.70 53.16 47.43 17.20
1081 47.00 40.14 170.11 74.27 78.51
1082 47.07 71.62 182.10 85.66 54.42
1083 47.13 76.96 161.67 87.01 51.82
1084 47.27 24.86 130.96 64.96 56.10
1085 47.24 43.17 160.70 86.11 58.84
1086 47.24 89.48 92.35 91.84 32.88
1087 47.26 31.22 153.17 65.41 77.79
1088 47.55 46.77 181.84 103.44 54.75
1089 47.61 28.84 134.87 63.59 50.05
1090 47.56 38.06 163.99 73.42 61.05
1091 47.57 57.68 185.11 145.81 65.83
1092 47.56 21.15 118.21 66.84 48.20
1093 47.66 79.51 161.46 83.37 46.96
1094 47.70 35.76 157.15 75.06 66.88
1095 47.67 53.14 184.21 142.92 56.38
1096 47.68 94.93 23.74 27.95 8.31
1097 47.50 5.20 8.87 6.08 10.73
1098 47.67 55.47 184.16 146.13 56.43
1099 47.74 63.39 195.36 128.00 55.08
1100 47.63 67.11 191.14 137.49 52.57
1101 47.92 84.23 131.52 108.45 40.86
1102 47.78 86.92 114.25 104.91 39.10
1103 47.77 8.17 18.20 12.61 12.52
1104 47.77 17.61 102.20 51.72 45.47
1105 47.82 50.92 187.68 139.33 52.15
1106 47.92 48.71 185.45 131.24 51.51
1107 47.90 41.17 180.77 129.29 51.24
1108 48.04 75.34 180.13 147.64 41.46
1109 48.07 32.93 154.42 101.74 56.53
1110 48.09 70.16 187.76 155.02 46.73
1111 48.07 72.94 180.81 144.61 42.71
1112 48.05 11.00 41.96 34.91 21.30
1113 48.08 13.90 78.31 52.29 36.77
1114 48.11 59.66 201.14 172.94 54.00
1115 48.18 26.51 145.24 78.92 47.77
1116 48.22 81.86 159.89 111.54 44.18
1117 48.26 45.09 187.04 143.96 50.15
1118 48.28 61.55 198.22 163.20 52.90
1119 48.25 90.51 79.13 97.62 32.72
1120 48.27 23.62 140.60 95.82 40.62
1121 48.37 65.28 190.03 188.28 48.92
1122 48.45 93.24 49.73 68.77 13.80
1123 48.55 19.55 125.63 75.72 40.82
1124 48.60 30.75 158.53 105.66 49.52
1125 48.52 43.17 183.98 149.35 47.80
1126 48.66 77.64 177.43 143.01 43.79
1127 48.66 38.74 175.76 133.89 50.56
1128 48.65 56.57 197.13 184.38 58.13
1129 48.62 68.06 199.85 193.94 50.85
1130 48.72 9.19 28.36 30.31 12.80
1131 48.70 53.94 202.68 182.30 55.93
1132 48.80 95.79 14.99 23.96 10.67
1133 48.83 28.31 156.18 108.08 48.68
1134 48.88 34.35 178.00 135.44 51.76
1135 49.05 6.72 14.57 13.59 9.70
1136 48.97 36.55 182.69 139.54 53.64
1137 48.96 86.12 136.04 120.59 38.44
1138 48.98 16.33 104.37 74.28 33.64
1139 49.04 47.09 192.33 171.78 51.37
1140 48.94 51.62 193.04 177.31 52.22
1141 49.27 89.08 108.72 116.13 35.42
1142 49.06 40.90 182.36 161.80 48.89
1143 49.07 49.27 188.21 195.35 47.24
1144 49.09 13.19 65.96 66.04 21.89
1145 49.11 58.80 191.99 189.14 51.69
1146 49.16 80.27 159.47 129.73 37.96
1147 49.13 63.25 194.00 190.41 51.94
1148 49.20 22.20 137.71 107.36 40.99
1149 49.17 72.10 192.35 167.78 51.46
1150 49.24 75.04 182.77 148.95 48.08
1151 49.41 24.81 142.54 108.54 37.73
1152 49.34 66.40 207.23 201.04 52.09
1153 49.49 69.51 190.72 192.13 54.34
1154 49.50 92.11 76.32 79.85 22.88
1155 49.50 61.00 197.99 191.71 64.10
1156 49.67 45.23 191.10 184.35 59.35
1157 49.64 83.67 138.68 110.61 41.27
1158 49.73 32.27 173.36 118.02 59.73
1159 49.63 54.90 208.88 161.12 71.35
1160 49.92 11.10 49.24 50.14 18.19
1161 49.66 43.08 198.46 171.75 54.80
1162 49.69 19.42 129.30 97.88 47.84
1163 49.79 29.85 168.03 109.84 51.65
1164 49.87 27.02 165.40 110.64 55.55
1165 49.83 56.97 201.86 158.23 67.40
1166 49.76 4.93 10.87 8.36 8.02
1167 49.87 38.29 176.77 148.52 65.62
1168 50.06 53.00 203.41 168.32 80.33
1169 49.96 77.75 183.81 122.28 47.63
1170 49.97 34.74 177.35 132.74 67.44
1171 50.00 50.88 206.94 177.14 62.51
1172 50.04 64.82 203.14 177.90 52.92
1173 50.15 14.27 96.13 64.50 34.82
1174 50.14 8.32 22.66 23.22 11.88
1175 50.27 16.93 119.66 74.37 44.65
1176 50.19 40.62 177.72 125.63 62.62
1177 50.26 48.79 200.71 175.26 61.62
1178 50.24 73.77 193.50 131.02 59.28
1179 50.25 87.09 139.15 106.14 48.06
1180 50.30 59.11 208.46 147.99 94.37
1181 50.32 67.64 207.45 171.36 65.99
1182 50.40 46.80 203.19 153.18 71.35
1183 50.34 62.65 201.49 156.14 83.25
1184 50.32 71.22 201.56 152.42 73.27
1185 50.36 80.62 166.08 98.42 61.14
1186 50.41 22.11 134.42 81.99 49.62
1187 50.20 3.68 7.76 6.29 8.59
1188 50.42 93.59 46.95 43.35 19.56
1189 50.24 6.21 12.50 8.10 12.00
1190 50.65 36.58 191.49 103.64 80.46
1191 50.64 90.19 105.56 60.38 39.38
1192 50.81 76.15 192.94 94.94 64.16
1193 50.72 25.00 149.16 71.17 52.68
1194 50.67 42.95 195.87 120.56 84.59
1195 50.83 83.20 166.63 94.25 62.78
1196 50.79 28.67 168.11 92.76 67.77
1197 50.89 54.93 205.29 98.18 113.68
1198 50.91 60.89 205.82 133.83 111.78
1199 50.84 6.40 15.90 8.85 12.49
1200 50.93 31.17 177.92 84.32 84.57
1201 51.05 12.42 65.04 31.12 32.20
1202 50.98 19.37 132.30 56.48 52.13
1203 50.94 56.97 215.43 91.16 110.19
1204 51.02 33.61 180.06 83.47 80.71
1205 51.13 44.87 198.17 102.59 86.81
1206 51.08 65.63 208.48 141.34 87.59
1207 51.23 85.66 152.60 75.38 65.25
1208 51.13 50.66 206.65 105.86 91.67
1209 51.14 69.31 202.15 107.87 90.68
1210 51.17 95.51 23.92 13.45 9.43
1211 51.19 38.58 184.15 80.41 98.52
1212 51.28 78.79 182.70 73.56 87.03
1213 51.40 8.85 31.51 15.07 16.14
1214 51.27 52.84 210.30 88.47 107.54
1215 51.35 15.57 110.90 34.81 51.90
1216 51.30 40.83 194.68 83.17 109.05
1217 51.34 48.41 207.58 92.42 94.24
1218 51.46 63.58 199.82 103.92 114.49
